Force,Compressive stress,Compressive strain (Displacement)
"0.2833","0.0000","19761024000.0000"
"0.2890","0.0000","20366542400.0000"
"0.2949","0.0000","20981299200.0000"
"0.3006","0.0000","21605264000.0000"
"0.3057","0.0000","22238411200.0000"
"0.3106","0.0000","22880713600.0000"
"0.3151","0.0000","23532144000.0000"
"0.3188","0.0000","24192672000.0000"
"0.3214","0.0000","24862267200.0000"
"0.3229","0.0000","25540907200.0000"
"0.3240","0.0000","26228568000.0000"
"0.3254","0.0000","26925222400.0000"
"0.3274","0.0000","27630841600.0000"
"0.3297","0.0000","28345404800.0000"
"0.3324","0.0000","29068880000.0000"
"0.3353","0.0000","29801248000.0000"
"0.3384","0.0000","30542476800.0000"
"0.3412","0.0000","31292534400.0000"
"0.3437","0.0000","32051408000.0000"
"0.3465","0.0000","32819062400.0000"
"0.3496","0.0000","33595478400.0000"
"0.3526","0.0000","34380624000.0000"
"0.3550","0.0000","35174473600.0000"
"0.3566","0.0000","35976988800.0000"
"0.3572","0.0000","36788153600.0000"
"0.3573","0.0000","37607926400.0000"
"0.3573","0.0000","38436272000.0000"
"0.3574","0.0000","39273155200.0000"
"0.3575","0.0000","40118534400.0000"
"0.3574","0.0000","40972348800.0000"
"0.3576","0.0000","41834556800.0000"
"0.3584","0.0000","42705075200.0000"
"0.3598","0.0000","43583836800.0000"
"0.3613","0.0000","44470729600.0000"
"0.3622","0.0000","45365619200.0000"
"0.3618","0.0000","46268348800.0000"
"0.3599","0.0000","47178729600.0000"
"0.3563","0.0000","48096537600.0000"
"0.3515","0.0000","49021536000.0000"
"0.3462","0.0000","49953456000.0000"
"0.3408","0.0000","50892009600.0000"
"0.3354","0.0000","51836892800.0000"
"0.3302","0.0000","52787795200.0000"
"0.3259","0.0000","53744390400.0000"
"0.3230","0.0000","54706355200.0000"
"0.3208","0.0000","55673337600.0000"
"0.3186","0.0000","56645004800.0000"
"0.3161","0.0000","57621024000.0000"
"0.3130","0.0000","58601056000.0000"
"0.3093","0.0000","59584755200.0000"
"0.3052","0.0000","60571820800.0000"
"0.3009","0.0000","61561900800.0000"
"0.2969","0.0000","62554707200.0000"
"0.2930","0.0000","63549907200.0000"
"0.2887","0.0000","64547238400.0000"
"0.2837","0.0000","65546393600.0000"
"0.2775","0.0000","66547129600.0000"
"0.2702","0.0000","67549152000.0000"
"0.2619","0.0000","68552256000.0000"
"0.2533","0.0000","69556198400.0000"
"0.2455","0.0000","70560761600.0000"
"0.2397","0.0000","71565747200.0000"
"0.2363","0.0000","72570988800.0000"
"0.2348","0.0000","73576294400.0000"
"0.2344","0.0000","74581510400.0000"
"0.2340","0.0000","75586515200.0000"
"0.2330","0.0000","76591174400.0000"
"0.2312","0.0000","77595372800.0000"
"0.2285","0.0000","78599020800.0000"
"0.2252","0.0000","79602016000.0000"
"0.2214","0.0000","80604307200.0000"
"0.2177","0.0000","81605804800.0000"
"0.2148","0.0000","82606476800.0000"
"0.2129","0.0000","83606278400.0000"
"0.2122","0.0000","84605171200.0000"
"0.2124","0.0000","85603129600.0000"
"0.2141","0.0000","86600160000.0000"
"0.2173","0.0000","87596236800.0000"
"0.2223","0.0000","88591366400.0000"
"0.2290","0.0000","89585555200.0000"
"0.2369","0.0000","90578828800.0000"
"0.2458","0.0000","91571200000.0000"
"0.2552","0.0000","92562707200.0000"
"0.2648","0.0000","93553376000.0000"
"0.2740","0.0000","94543264000.0000"
"0.2823","0.0000","95532396800.0000"
"0.2889","0.0000","96520832000.0000"
"0.2937","0.0000","97508627200.0000"
"0.2967","0.0000","98495840000.0000"
"0.2982","0.0000","99482540800.0000"
"0.2991","0.0000","100468768000.0000"
"0.3003","0.0000","101454592000.0000"
"0.3025","0.0000","102440096000.0000"
"0.3059","0.0000","103425312000.0000"
"0.3105","0.0000","104410342400.0000"
"0.3161","0.0000","105395212800.0000"
"0.3224","0.0000","106380012800.0000"
"0.3289","0.0000","107364800000.0000"
"0.3350","0.0000","108349606400.0000"
"0.3400","0.0000","109334540800.0000"
"0.3439","0.0000","110319628800.0000"
"0.3470","0.0000","111304908800.0000"
"0.3490","0.0000","112290457600.0000"
"0.3502","0.0000","113276313600.0000"
"0.3510","0.0000","114262515200.0000"
"0.3520","0.0000","115249126400.0000"
"0.3532","0.0000","116236172800.0000"
"0.3549","0.0000","117223692800.0000"
"0.3574","0.0000","118211737600.0000"
"0.3605","0.0000","119200345600.0000"
"0.3641","0.0000","120189542400.0000"
"0.3680","0.0000","121179328000.0000"
"0.3720","0.0000","122169779200.0000"
"0.3756","0.0000","123160908800.0000"
"0.3789","0.0000","124152729600.0000"
"0.3825","0.0000","125145267200.0000"
"0.3867","0.0000","126138560000.0000"
"0.3917","0.0000","127132595200.0000"
"0.3971","0.0000","128127398400.0000"
"0.4027","0.0000","129122982400.0000"
"0.4085","0.0001","130119334400.0000"
"0.4143","0.0001","131116492800.0000"
"0.4202","0.0001","132114432000.0000"
"0.4262","0.0001","133113139200.0000"
"0.4324","0.0001","134112640000.0000"
"0.4392","0.0001","135112896000.0000"
"0.4467","0.0001","136113907200.0000"
"0.4552","0.0001","137115660800.0000"
"0.4646","0.0001","138118144000.0000"
"0.4748","0.0001","139121344000.0000"
"0.4856","0.0001","140125248000.0000"
"0.4967","0.0001","141129792000.0000"
"0.5076","0.0001","142135027200.0000"
"0.5179","0.0001","143140864000.0000"
"0.5276","0.0001","144147340800.0000"
"0.5373","0.0001","145154406400.0000"
"0.5465","0.0001","146162022400.0000"
"0.5547","0.0001","147170201600.0000"
"0.5616","0.0001","148178892800.0000"
"0.5678","0.0001","149188108800.0000"
"0.5743","0.0001","150197760000.0000"
"0.5817","0.0001","151207884800.0000"
"0.5898","0.0001","152218432000.0000"
"0.5982","0.0001","153229388800.0000"
"0.6063","0.0001","154240678400.0000"
"0.6138","0.0001","155252339200.0000"
"0.6206","0.0001","156264281600.0000"
"0.6267","0.0001","157276544000.0000"
"0.6325","0.0001","158289049600.0000"
"0.6385","0.0001","159301760000.0000"
"0.6446","0.0001","160314675200.0000"
"0.6502","0.0001","161327731200.0000"
"0.6545","0.0001","162340940800.0000"
"0.6579","0.0001","163354252800.0000"
"0.6611","0.0001","164367616000.0000"
"0.6645","0.0001","165381030400.0000"
"0.6685","0.0001","166394483200.0000"
"0.6734","0.0001","167407910400.0000"
"0.6793","0.0001","168421337600.0000"
"0.6864","0.0001","169434700800.0000"
"0.6942","0.0001","170448000000.0000"
"0.7027","0.0001","171461196800.0000"
"0.7116","0.0001","172474304000.0000"
"0.7204","0.0001","173487283200.0000"
"0.7285","0.0001","174500134400.0000"
"0.7360","0.0001","175512844800.0000"
"0.7430","0.0001","176525376000.0000"
"0.7493","0.0001","177537702400.0000"
"0.7549","0.0001","178549875200.0000"
"0.7596","0.0001","179561817600.0000"
"0.7635","0.0001","180573542400.0000"
"0.7664","0.0001","181585036800.0000"
"0.7683","0.0001","182596300800.0000"
"0.7697","0.0001","183607283200.0000"
"0.7716","0.0001","184617996800.0000"
"0.7743","0.0001","185628454400.0000"
"0.7783","0.0001","186638592000.0000"
"0.7837","0.0001","187648448000.0000"
"0.7906","0.0001","188657984000.0000"
"0.7988","0.0001","189667212800.0000"
"0.8075","0.0001","190676121600.0000"
"0.8161","0.0001","191684710400.0000"
"0.8245","0.0001","192692979200.0000"
"0.8328","0.0001","193700940800.0000"
"0.8408","0.0001","194708544000.0000"
"0.8481","0.0001","195715840000.0000"
"0.8541","0.0001","196722828800.0000"
"0.8587","0.0001","197729497600.0000"
"0.8625","0.0001","198735859200.0000"
"0.8662","0.0001","199741939200.0000"
"0.8704","0.0001","200747712000.0000"
"0.8753","0.0001","201753190400.0000"
"0.8813","0.0001","202758336000.0000"
"0.8883","0.0001","203763251200.0000"
"0.8957","0.0001","204767872000.0000"
"0.9026","0.0001","205772211200.0000"
"0.9083","0.0001","206776268800.0000"
"0.9132","0.0001","207780108800.0000"
"0.9177","0.0001","208783628800.0000"
"0.9222","0.0001","209786918400.0000"
"0.9269","0.0001","210789926400.0000"
"0.9319","0.0001","211792691200.0000"
"0.9368","0.0001","212795187200.0000"
"0.9415","0.0001","213797478400.0000"
"0.9460","0.0001","214799539200.0000"
"0.9508","0.0001","215801344000.0000"
"0.9563","0.0001","216802944000.0000"
"0.9626","0.0001","217804339200.0000"
"0.9690","0.0001","218805529600.0000"
"0.9753","0.0001","219806540800.0000"
"0.9812","0.0001","220807372800.0000"
"0.9868","0.0001","221808025600.0000"
"0.9921","0.0001","222808550400.0000"
"0.9977","0.0001","223808947200.0000"
"1.0037","0.0001","224809164800.0000"
"1.0101","0.0001","225809280000.0000"
"1.0163","0.0001","226809241600.0000"
"1.0221","0.0001","227809177600.0000"
"1.0273","0.0001","228808934400.0000"
"1.0327","0.0001","229808640000.0000"
"1.0391","0.0001","230808268800.0000"
"1.0475","0.0001","231807820800.0000"
"1.0584","0.0001","232807296000.0000"
"1.0718","0.0001","233806668800.0000"
"1.0871","0.0001","234805990400.0000"
"1.1032","0.0001","235805260800.0000"
"1.1195","0.0001","236804480000.0000"
"1.1357","0.0001","237803596800.0000"
"1.1514","0.0001","238802713600.0000"
"1.1664","0.0001","239801804800.0000"
"1.1803","0.0001","240800819200.0000"
"1.1926","0.0001","241799808000.0000"
"1.2032","0.0001","242798822400.0000"
"1.2125","0.0001","243797760000.0000"
"1.2204","0.0001","244796723200.0000"
"1.2273","0.0002","245795686400.0000"
"1.2340","0.0002","246794624000.0000"
"1.2415","0.0002","247793638400.0000"
"1.2501","0.0002","248792627200.0000"
"1.2595","0.0002","249791641600.0000"
"1.2690","0.0002","250790707200.0000"
"1.2779","0.0002","251789798400.0000"
"1.2862","0.0002","252788915200.0000"
"1.2942","0.0002","253788083200.0000"
"1.3018","0.0002","254787225600.0000"
"1.3084","0.0002","255786444800.0000"
"1.3141","0.0002","256785715200.0000"
"1.3193","0.0002","257785011200.0000"
"1.3245","0.0002","258784358400.0000"
"1.3300","0.0002","259783705600.0000"
"1.3358","0.0002","260783129600.0000"
"1.3421","0.0002","261782553600.0000"
"1.3493","0.0002","262782028800.0000"
"1.3579","0.0002","263781529600.0000"
"1.3679","0.0002","264781081600.0000"
"1.3791","0.0002","265780659200.0000"
"1.3909","0.0002","266780262400.0000"
"1.4031","0.0002","267779942400.0000"
"1.4149","0.0002","268779648000.0000"
"1.4257","0.0002","269779379200.0000"
"1.4347","0.0002","270779212800.0000"
"1.4421","0.0002","271779046400.0000"
"1.4482","0.0002","272778982400.0000"
"1.4533","0.0002","273778944000.0000"
"1.4582","0.0002","274778956800.0000"
"1.4630","0.0002","275779072000.0000"
"1.4673","0.0002","276779212800.0000"
"1.4710","0.0002","277779404800.0000"
"1.4744","0.0002","278779622400.0000"
"1.4782","0.0002","279779916800.0000"
"1.4826","0.0002","280780262400.0000"
"1.4871","0.0002","281780633600.0000"
"1.4916","0.0002","282781030400.0000"
"1.4960","0.0002","283781478400.0000"
"1.5004","0.0002","284781952000.0000"
"1.5049","0.0002","285782451200.0000"
"1.5095","0.0002","286782976000.0000"
"1.5138","0.0002","287783475200.0000"
"1.5179","0.0002","288784025600.0000"
"1.5218","0.0002","289784601600.0000"
"1.5259","0.0002","290785177600.0000"
"1.5305","0.0002","291785804800.0000"
"1.5352","0.0002","292786406400.0000"
"1.5395","0.0002","293787033600.0000"
"1.5436","0.0002","294787737600.0000"
"1.5483","0.0002","295788390400.0000"
"1.5535","0.0002","296789094400.0000"
"1.5592","0.0002","297789824000.0000"
"1.5650","0.0002","298790579200.0000"
"1.5702","0.0002","299791334400.0000"
"1.5749","0.0002","300792166400.0000"
"1.5796","0.0002","301792947200.0000"
"1.5847","0.0002","302793779200.0000"
"1.5901","0.0002","303794585600.0000"
"1.5956","0.0002","304795443200.0000"
"1.6007","0.0002","305796300800.0000"
"1.6050","0.0002","306797132800.0000"
"1.6088","0.0002","307797964800.0000"
"1.6125","0.0002","308798796800.0000"
"1.6175","0.0002","309799603200.0000"
"1.6245","0.0002","310800384000.0000"
"1.6339","0.0002","311801190400.0000"
"1.6448","0.0002","312801945600.0000"
"1.6568","0.0002","313802700800.0000"
"1.6696","0.0002","314803404800.0000"
"1.6835","0.0002","315804108800.0000"
"1.6983","0.0002","316804787200.0000"
"1.7135","0.0002","317805465600.0000"
"1.7286","0.0002","318806092800.0000"
"1.7432","0.0002","319806720000.0000"
"1.7572","0.0002","320807347200.0000"
"1.7708","0.0002","321807948800.0000"
"1.7837","0.0002","322808524800.0000"
"1.7960","0.0002","323809126400.0000"
"1.8076","0.0002","324809702400.0000"
"1.8185","0.0002","325810278400.0000"
"1.8290","0.0002","326810828800.0000"
"1.8399","0.0002","327811379200.0000"
"1.8516","0.0002","328811878400.0000"
"1.8641","0.0002","329812377600.0000"
"1.8765","0.0002","330812851200.0000"
"1.8886","0.0002","331813324800.0000"
"1.9003","0.0002","332813721600.0000"
"1.9120","0.0002","333814118400.0000"
"1.9234","0.0002","334814489600.0000"
"1.9337","0.0002","335814809600.0000"
"1.9428","0.0002","336815104000.0000"
"1.9509","0.0002","337815424000.0000"
"1.9584","0.0002","338815641600.0000"
"1.9648","0.0002","339815859200.0000"
"1.9698","0.0002","340816076800.0000"
"1.9738","0.0002","341816268800.0000"
"1.9779","0.0002","342816486400.0000"
"1.9828","0.0002","343816627200.0000"
"1.9885","0.0002","344816793600.0000"
"1.9948","0.0002","345816960000.0000"
"2.0012","0.0002","346817100800.0000"
"2.0071","0.0002","347817241600.0000"
"2.0122","0.0002","348817433600.0000"
"2.0160","0.0002","349817548800.0000"
"2.0185","0.0002","350817715200.0000"
"2.0195","0.0002","351817881600.0000"
"2.0198","0.0002","352818022400.0000"
"2.0200","0.0002","353818163200.0000"
"2.0209","0.0002","354818304000.0000"
"2.0232","0.0002","355818419200.0000"
"2.0266","0.0002","356818534400.0000"
"2.0304","0.0002","357818649600.0000"
"2.0344","0.0002","358818739200.0000"
"2.0390","0.0003","359818803200.0000"
"2.0447","0.0003","360818867200.0000"
"2.0516","0.0003","361818905600.0000"
"2.0596","0.0003","362818944000.0000"
"2.0687","0.0003","363818982400.0000"
"2.0784","0.0003","364818995200.0000"
"2.0882","0.0003","365819008000.0000"
"2.0975","0.0003","366819020800.0000"
"2.1061","0.0003","367819059200.0000"
"2.1139","0.0003","368819072000.0000"
"2.1209","0.0003","369819136000.0000"
"2.1271","0.0003","370819148800.0000"
"2.1322","0.0003","371819187200.0000"
"2.1357","0.0003","372819251200.0000"
"2.1379","0.0003","373819289600.0000"
"2.1393","0.0003","374819353600.0000"
"2.1412","0.0003","375819443200.0000"
"2.1444","0.0003","376819507200.0000"
"2.1497","0.0003","377819545600.0000"
"2.1574","0.0003","378819635200.0000"
"2.1674","0.0003","379819673600.0000"
"2.1791","0.0003","380819686400.0000"
"2.1916","0.0003","381819724800.0000"
"2.2038","0.0003","382819737600.0000"
"2.2150","0.0003","383819699200.0000"
"2.2255","0.0003","384819712000.0000"
"2.2360","0.0003","385819648000.0000"
"2.2466","0.0003","386819635200.0000"
"2.2568","0.0003","387819571200.0000"
"2.2660","0.0003","388819481600.0000"
"2.2737","0.0003","389819443200.0000"
"2.2807","0.0003","390819328000.0000"
"2.2880","0.0003","391819289600.0000"
"2.2970","0.0003","392819200000.0000"
"2.3084","0.0003","393819136000.0000"
"2.3222","0.0003","394819072000.0000"
"2.3376","0.0003","395819008000.0000"
"2.3539","0.0003","396818969600.0000"
"2.3707","0.0003","397818905600.0000"
"2.3874","0.0003","398818944000.0000"
"2.4037","0.0003","399818880000.0000"
"2.4194","0.0003","400818892800.0000"
"2.4342","0.0003","401818854400.0000"
"2.4479","0.0003","402818841600.0000"
"2.4602","0.0003","403818752000.0000"
"2.4705","0.0003","404818739200.0000"
"2.4786","0.0003","405818700800.0000"
"2.4853","0.0003","406818636800.0000"
"2.4916","0.0003","407818521600.0000"
"2.4988","0.0003","408818457600.0000"
"2.5073","0.0003","409818368000.0000"
"2.5172","0.0003","410818201600.0000"
"2.5276","0.0003","411818137600.0000"
"2.5378","0.0003","412818022400.0000"
"2.5479","0.0003","413817881600.0000"
"2.5586","0.0003","414817715200.0000"
"2.5700","0.0003","415817651200.0000"
"2.5821","0.0003","416817536000.0000"
"2.5945","0.0003","417817420800.0000"
"2.6061","0.0003","418817305600.0000"
"2.6161","0.0003","419817216000.0000"
"2.6237","0.0003","420817152000.0000"
"2.6288","0.0003","421817088000.0000"
"2.6317","0.0003","422816998400.0000"
"2.6332","0.0003","423816934400.0000"
"2.6345","0.0003","424816896000.0000"
"2.6369","0.0003","425816832000.0000"
"2.6413","0.0003","426816819200.0000"
"2.6480","0.0003","427816780800.0000"
"2.6563","0.0003","428816716800.0000"
"2.6652","0.0003","429816627200.0000"
"2.6736","0.0003","430816614400.0000"
"2.6811","0.0003","431816550400.0000"
"2.6876","0.0003","432816435200.0000"
"2.6931","0.0003","433816422400.0000"
"2.6979","0.0003","434816307200.0000"
"2.7019","0.0003","435816243200.0000"
"2.7050","0.0003","436816128000.0000"
"2.7075","0.0003","437816064000.0000"
"2.7099","0.0003","438816051200.0000"
"2.7131","0.0003","439815936000.0000"
"2.7178","0.0003","440815872000.0000"
"2.7239","0.0003","441815859200.0000"
"2.7313","0.0003","442815846400.0000"
"2.7401","0.0003","443815833600.0000"
"2.7510","0.0003","444815872000.0000"
"2.7647","0.0003","445815910400.0000"
"2.7810","0.0003","446815897600.0000"
"2.7991","0.0003","447815936000.0000"
"2.8179","0.0003","448816025600.0000"
"2.8366","0.0003","449816115200.0000"
"2.8547","0.0004","450816204800.0000"
"2.8720","0.0004","451816294400.0000"
"2.8881","0.0004","452816332800.0000"
"2.9027","0.0004","453816473600.0000"
"2.9162","0.0004","454816512000.0000"
"2.9296","0.0004","455816601600.0000"
"2.9437","0.0004","456816691200.0000"
"2.9583","0.0004","457816729600.0000"
"2.9733","0.0004","458816716800.0000"
"2.9885","0.0004","459816857600.0000"
"3.0041","0.0004","460816896000.0000"
"3.0205","0.0004","461816934400.0000"
"3.0375","0.0004","462817024000.0000"
"3.0544","0.0004","463817062400.0000"
"3.0704","0.0004","464817152000.0000"
"3.0850","0.0004","465817241600.0000"
"3.0984","0.0004","466817331200.0000"
"3.1110","0.0004","467817472000.0000"
"3.1230","0.0004","468817510400.0000"
"3.1346","0.0004","469817702400.0000"
"3.1460","0.0004","470817843200.0000"
"3.1574","0.0004","471817984000.0000"
"3.1684","0.0004","472818124800.0000"
"3.1787","0.0004","473818265600.0000"
"3.1882","0.0004","474818457600.0000"
"3.1974","0.0004","475818700800.0000"
"3.2065","0.0004","476818790400.0000"
"3.2163","0.0004","477818880000.0000"
"3.2275","0.0004","478819072000.0000"
"3.2404","0.0004","479819161600.0000"
"3.2544","0.0004","480819251200.0000"
"3.2685","0.0004","481819289600.0000"
"3.2822","0.0004","482819379200.0000"
"3.2954","0.0004","483819468800.0000"
"3.3082","0.0004","484819456000.0000"
"3.3200","0.0004","485819494400.0000"
"3.3306","0.0004","486819584000.0000"
"3.3404","0.0004","487819520000.0000"
"3.3501","0.0004","488819558400.0000"
"3.3602","0.0004","489819596800.0000"
"3.3703","0.0004","490819584000.0000"
"3.3803","0.0004","491819571200.0000"
"3.3904","0.0004","492819609600.0000"
"3.4006","0.0004","493819545600.0000"
"3.4108","0.0004","494819584000.0000"
"3.4206","0.0004","495819622400.0000"
"3.4301","0.0004","496819609600.0000"
"3.4391","0.0004","497819596800.0000"
"3.4476","0.0004","498819584000.0000"
"3.4559","0.0004","499819571200.0000"
"3.4644","0.0004","500819507200.0000"
"3.4730","0.0004","501819494400.0000"
"3.4816","0.0004","502819430400.0000"
"3.4902","0.0004","503819264000.0000"
"3.4993","0.0004","504819200000.0000"
"3.5098","0.0004","505819033600.0000"
"3.5220","0.0004","506818918400.0000"
"3.5359","0.0004","507818752000.0000"
"3.5508","0.0004","508818585600.0000"
"3.5659","0.0004","509818419200.0000"
"3.5809","0.0004","510818304000.0000"
"3.5958","0.0004","511818137600.0000"
"3.6104","0.0004","512817971200.0000"
"3.6244","0.0004","513817856000.0000"
"3.6381","0.0004","514817740800.0000"
"3.6520","0.0004","515817625600.0000"
"3.6661","0.0005","516817459200.0000"
"3.6799","0.0005","517817344000.0000"
"3.6931","0.0005","518817280000.0000"
"3.7058","0.0005","519817164800.0000"
"3.7186","0.0005","520817152000.0000"
"3.7322","0.0005","521817088000.0000"
"3.7470","0.0005","522817075200.0000"
"3.7631","0.0005","523816960000.0000"
"3.7804","0.0005","524816947200.0000"
"3.7987","0.0005","525816934400.0000"
"3.8178","0.0005","526816870400.0000"
"3.8374","0.0005","527816857600.0000"
"3.8568","0.0005","528816793600.0000"
"3.8754","0.0005","529816729600.0000"
"3.8926","0.0005","530816665600.0000"
"3.9085","0.0005","531816652800.0000"
"3.9235","0.0005","532816588800.0000"
"3.9377","0.0005","533816473600.0000"
"3.9510","0.0005","534816460800.0000"
"3.9636","0.0005","535816448000.0000"
"3.9765","0.0005","536816384000.0000"
"3.9903","0.0005","537816371200.0000"
"4.0054","0.0005","538816358400.0000"
"4.0216","0.0005","539816396800.0000"
"4.0383","0.0005","540816435200.0000"
"4.0547","0.0005","541816422400.0000"
"4.0704","0.0005","542816563200.0000"
"4.0852","0.0005","543816601600.0000"
"4.0992","0.0005","544816691200.0000"
"4.1129","0.0005","545816780800.0000"
"4.1266","0.0005","546816819200.0000"
"4.1402","0.0005","547816960000.0000"
"4.1533","0.0005","548816998400.0000"
"4.1660","0.0005","549817139200.0000"
"4.1782","0.0005","550817228800.0000"
"4.1902","0.0005","551817267200.0000"
"4.2025","0.0005","552817408000.0000"
"4.2157","0.0005","553817446400.0000"
"4.2302","0.0005","554817433600.0000"
"4.2460","0.0005","555817523200.0000"
"4.2633","0.0005","556817612800.0000"
"4.2816","0.0005","557817600000.0000"
"4.3006","0.0005","558817689600.0000"
"4.3196","0.0005","559817779200.0000"
"4.3378","0.0005","560817766400.0000"
"4.3543","0.0005","561817907200.0000"
"4.3687","0.0005","562817945600.0000"
"4.3808","0.0005","563818035200.0000"
"4.3913","0.0005","564818227200.0000"
"4.4002","0.0005","565818265600.0000"
"4.4077","0.0005","566818508800.0000"
"4.4144","0.0005","567818598400.0000"
"4.4213","0.0005","568818688000.0000"
"4.4294","0.0005","569818880000.0000"
"4.4393","0.0005","570818969600.0000"
"4.4512","0.0005","571819161600.0000"
"4.4646","0.0005","572819302400.0000"
"4.4792","0.0006","573819392000.0000"
"4.4948","0.0006","574819532800.0000"
"4.5108","0.0006","575819622400.0000"
"4.5268","0.0006","576819609600.0000"
"4.5428","0.0006","577819750400.0000"
"4.5586","0.0006","578819788800.0000"
"4.5741","0.0006","579819776000.0000"
"4.5890","0.0006","580819865600.0000"
"4.6026","0.0006","581819852800.0000"
"4.6149","0.0006","582819840000.0000"
"4.6266","0.0006","583819878400.0000"
"4.6383","0.0006","584819968000.0000"
"4.6507","0.0006","585819955200.0000"
"4.6635","0.0006","586819993600.0000"
"4.6768","0.0006","587820032000.0000"
"4.6906","0.0006","588820070400.0000"
"4.7052","0.0006","589820160000.0000"
"4.7209","0.0006","590820198400.0000"
"4.7377","0.0006","591820236800.0000"
"4.7549","0.0006","592820326400.0000"
"4.7720","0.0006","593820467200.0000"
"4.7885","0.0006","594820505600.0000"
"4.8041","0.0006","595820595200.0000"
"4.8191","0.0006","596820633600.0000"
"4.8339","0.0006","597820723200.0000"
"4.8484","0.0006","598820812800.0000"
"4.8628","0.0006","599820800000.0000"
"4.8776","0.0006","600820838400.0000"
"4.8929","0.0006","601820979200.0000"
"4.9087","0.0006","602820915200.0000"
"4.9253","0.0006","603820953600.0000"
"4.9430","0.0006","604820992000.0000"
"4.9617","0.0006","605820979200.0000"
"4.9808","0.0006","606820966400.0000"
"4.9992","0.0006","607821004800.0000"
"5.0166","0.0006","608821043200.0000"
"5.0328","0.0006","609821030400.0000"
"5.0483","0.0006","610821068800.0000"
"5.0630","0.0006","611821107200.0000"
"5.0770","0.0006","612821145600.0000"
"5.0908","0.0006","613821235200.0000"
"5.1044","0.0006","614821376000.0000"
"5.1182","0.0006","615821414400.0000"
"5.1326","0.0006","616821606400.0000"
"5.1483","0.0006","617821644800.0000"
"5.1660","0.0006","618821785600.0000"
