Force,Compressive stress,Compressive strain (Displacement)
"73.2132","0.0090","2082823782400.0000"
"73.2829","0.0090","2083823820800.0000"
"73.3538","0.0090","2084824268800.0000"
"73.4255","0.0090","2085824921600.0000"
"73.4975","0.0090","2086825164800.0000"
"73.5697","0.0090","2087825408000.0000"
"73.6419","0.0090","2088825651200.0000"
"73.7139","0.0091","2089826099200.0000"
"73.7852","0.0091","2090826342400.0000"
"73.8559","0.0091","2091826585600.0000"
"73.9268","0.0091","2092826828800.0000"
"73.9985","0.0091","2093827072000.0000"
"74.0708","0.0091","2094827315200.0000"
"74.1436","0.0091","2095827558400.0000"
"74.2170","0.0091","2096827596800.0000"
"74.2910","0.0091","2097827840000.0000"
"74.3658","0.0091","2098828083200.0000"
"74.4417","0.0091","2099827916800.0000"
"74.5186","0.0092","2100828160000.0000"
"74.5962","0.0092","2101828198400.0000"
"74.6737","0.0092","2102828236800.0000"
"74.7510","0.0092","2103828070400.0000"
"74.8279","0.0092","2104828313600.0000"
"74.9046","0.0092","2105828352000.0000"
"74.9813","0.0092","2106828390400.0000"
"75.0583","0.0092","2107828224000.0000"
"75.1359","0.0092","2108828467200.0000"
"75.2142","0.0092","2109828505600.0000"
"75.2935","0.0093","2110828339200.0000"
"75.3743","0.0093","2111828377600.0000"
"75.4572","0.0093","2112828416000.0000"
"75.5425","0.0093","2113828249600.0000"
"75.6300","0.0093","2114828083200.0000"
"75.7191","0.0093","2115828121600.0000"
"75.8092","0.0093","2116827955200.0000"
"75.9001","0.0093","2117827993600.0000"
"75.9918","0.0093","2118827827200.0000"
"76.0836","0.0093","2119827660800.0000"
"76.1751","0.0094","2120827494400.0000"
"76.2663","0.0094","2121827123200.0000"
"76.3569","0.0094","2122827366400.0000"
"76.4463","0.0094","2123826995200.0000"
"76.5336","0.0094","2124826624000.0000"
"76.6182","0.0094","2125826662400.0000"
"76.7003","0.0094","2126826291200.0000"
"76.7806","0.0094","2127826329600.0000"
"76.8599","0.0094","2128825958400.0000"
"76.9390","0.0095","2129825996800.0000"
"77.0183","0.0095","2130825625600.0000"
"77.0975","0.0095","2131825664000.0000"
"77.1766","0.0095","2132825292800.0000"
"77.2552","0.0095","2133825331200.0000"
"77.3331","0.0095","2134825164800.0000"
"77.4102","0.0095","2135824998400.0000"
"77.4868","0.0095","2136825036800.0000"
"77.5634","0.0095","2137824665600.0000"
"77.6397","0.0095","2138824908800.0000"
"77.7155","0.0095","2139824742400.0000"
"77.7907","0.0096","2140824780800.0000"
"77.8656","0.0096","2141824409600.0000"
"77.9407","0.0096","2142824243200.0000"
"78.0160","0.0096","2143824076800.0000"
"78.0921","0.0096","2144824115200.0000"
"78.1690","0.0096","2145824153600.0000"
"78.2465","0.0096","2146823782400.0000"
"78.3244","0.0096","2147823820800.0000"
"78.4030","0.0096","2148823449600.0000"
"78.4822","0.0096","2149823692800.0000"
"78.5616","0.0097","2150823321600.0000"
"78.6407","0.0097","2151823155200.0000"
"78.7192","0.0097","2152822988800.0000"
"78.7972","0.0097","2153822822400.0000"
"78.8750","0.0097","2154823065600.0000"
"78.9524","0.0097","2155822694400.0000"
"79.0292","0.0097","2156822732800.0000"
"79.1050","0.0097","2157822566400.0000"
"79.1798","0.0097","2158822400000.0000"
"79.2537","0.0097","2159822233600.0000"
"79.3274","0.0097","2160822476800.0000"
"79.4021","0.0098","2161822310400.0000"
"79.4787","0.0098","2162822348800.0000"
"79.5576","0.0098","2163822182400.0000"
"79.6384","0.0098","2164822220800.0000"
"79.7209","0.0098","2165822259200.0000"
"79.8050","0.0098","2166822297600.0000"
"79.8908","0.0098","2167822131200.0000"
"79.9779","0.0098","2168822169600.0000"
"80.0659","0.0098","2169822003200.0000"
"80.1541","0.0098","2170822041600.0000"
"80.2414","0.0099","2171822080000.0000"
"80.3268","0.0099","2172821913600.0000"
"80.4098","0.0099","2173821747200.0000"
"80.4905","0.0099","2174821785600.0000"
"80.5695","0.0099","2175821414400.0000"
"80.6484","0.0099","2176821248000.0000"
"80.7282","0.0099","2177821491200.0000"
"80.8090","0.0099","2178821529600.0000"
"80.8904","0.0099","2179821363200.0000"
"80.9720","0.0099","2180821196800.0000"
"81.0536","0.0100","2181821030400.0000"
"81.1357","0.0100","2182821273600.0000"
"81.2182","0.0100","2183821107200.0000"
"81.3012","0.0100","2184820736000.0000"
"81.3847","0.0100","2185820774400.0000"
"81.4685","0.0100","2186820608000.0000"
"81.5526","0.0100","2187820646400.0000"
"81.6364","0.0100","2188820684800.0000"
"81.7192","0.0100","2189820723200.0000"
"81.8006","0.0101","2190820556800.0000"
"81.8810","0.0101","2191820595200.0000"
"81.9614","0.0101","2192820224000.0000"
"82.0429","0.0101","2193820467200.0000"
"82.1262","0.0101","2194820300800.0000"
"82.2109","0.0101","2195820134400.0000"
"82.2966","0.0101","2196819968000.0000"
"82.3826","0.0101","2197820006400.0000"
"82.4687","0.0101","2198819635200.0000"
"82.5543","0.0101","2199819878400.0000"
"82.6391","0.0102","2200819712000.0000"
"82.7227","0.0102","2201819340800.0000"
"82.8049","0.0102","2202819379200.0000"
"82.8863","0.0102","2203819212800.0000"
"82.9671","0.0102","2204819456000.0000"
"83.0476","0.0102","2205819289600.0000"
"83.1277","0.0102","2206819123200.0000"
"83.2075","0.0102","2207819366400.0000"
"83.2875","0.0102","2208819200000.0000"
"83.3682","0.0102","2209819033600.0000"
"83.4503","0.0103","2210819276800.0000"
"83.5340","0.0103","2211819520000.0000"
"83.6192","0.0103","2212819353600.0000"
"83.7052","0.0103","2213819392000.0000"
"83.7908","0.0103","2214819430400.0000"
"83.8757","0.0103","2215819468800.0000"
"83.9596","0.0103","2216819507200.0000"
"84.0422","0.0103","2217819545600.0000"
"84.1230","0.0103","2218819379200.0000"
"84.2021","0.0103","2219819417600.0000"
"84.2797","0.0104","2220819251200.0000"
"84.3564","0.0104","2221819289600.0000"
"84.4324","0.0104","2222819328000.0000"
"84.5074","0.0104","2223819571200.0000"
"84.5822","0.0104","2224819404800.0000"
"84.6579","0.0104","2225819648000.0000"
"84.7355","0.0104","2226819686400.0000"
"84.8154","0.0104","2227819724800.0000"
"84.8974","0.0104","2228819968000.0000"
"84.9807","0.0104","2229820006400.0000"
"85.0649","0.0105","2230820044800.0000"
"85.1499","0.0105","2231820288000.0000"
"85.2360","0.0105","2232820326400.0000"
"85.3240","0.0105","2233820569600.0000"
"85.4142","0.0105","2234820608000.0000"
"85.5061","0.0105","2235820851200.0000"
"85.5985","0.0105","2236821094400.0000"
"85.6902","0.0105","2237821132800.0000"
"85.7805","0.0105","2238821376000.0000"
"85.8689","0.0105","2239821414400.0000"
"85.9557","0.0106","2240821452800.0000"
"86.0421","0.0106","2241821900800.0000"
"86.1293","0.0106","2242821734400.0000"
"86.2178","0.0106","2243821977600.0000"
"86.3078","0.0106","2244822016000.0000"
"86.3989","0.0106","2245822054400.0000"
"86.4904","0.0106","2246822297600.0000"
"86.5815","0.0106","2247822336000.0000"
"86.6717","0.0106","2248822579200.0000"
"86.7606","0.0107","2249822412800.0000"
"86.8479","0.0107","2250822656000.0000"
"86.9341","0.0107","2251822899200.0000"
"87.0194","0.0107","2252822937600.0000"
"87.1043","0.0107","2253823180800.0000"
"87.1889","0.0107","2254823424000.0000"
"87.2734","0.0107","2255823667200.0000"
"87.3578","0.0107","2256823705600.0000"
"87.4426","0.0107","2257823539200.0000"
"87.5279","0.0108","2258823782400.0000"
"87.6139","0.0108","2259824025600.0000"
"87.7009","0.0108","2260824064000.0000"
"87.7890","0.0108","2261824512000.0000"
"87.8780","0.0108","2262824345600.0000"
"87.9670","0.0108","2263824588800.0000"
"88.0550","0.0108","2264824422400.0000"
"88.1411","0.0108","2265824460800.0000"
"88.2247","0.0108","2266824499200.0000"
"88.3062","0.0108","2267824332800.0000"
"88.3859","0.0109","2268824166400.0000"
"88.4642","0.0109","2269824204800.0000"
"88.5416","0.0109","2270824038400.0000"
"88.6186","0.0109","2271824076800.0000"
"88.6956","0.0109","2272824115200.0000"
"88.7729","0.0109","2273823948800.0000"
"88.8507","0.0109","2274823782400.0000"
"88.9289","0.0109","2275823820800.0000"
"89.0073","0.0109","2276823654400.0000"
"89.0861","0.0109","2277823488000.0000"
"89.1659","0.0110","2278823526400.0000"
"89.2472","0.0110","2279823564800.0000"
"89.3301","0.0110","2280823398400.0000"
"89.4144","0.0110","2281823027200.0000"
"89.4994","0.0110","2282823065600.0000"
"89.5847","0.0110","2283822899200.0000"
"89.6696","0.0110","2284822937600.0000"
"89.7532","0.0110","2285822566400.0000"
"89.8349","0.0110","2286822604800.0000"
"89.9151","0.0110","2287822233600.0000"
"89.9945","0.0111","2288822272000.0000"
"90.0738","0.0111","2289822105600.0000"
"90.1539","0.0111","2290821734400.0000"
"90.2350","0.0111","2291821568000.0000"
"90.3171","0.0111","2292821196800.0000"
"90.4001","0.0111","2293821235200.0000"
"90.4835","0.0111","2294820864000.0000"
"90.5668","0.0111","2295820492800.0000"
"90.6498","0.0111","2296820326400.0000"
"90.7323","0.0111","2297820160000.0000"
"90.8139","0.0112","2298820198400.0000"
"90.8936","0.0112","2299819827200.0000"
"90.9708","0.0112","2300819456000.0000"
"91.0452","0.0112","2301819494400.0000"
"91.1173","0.0112","2302819123200.0000"
"91.1873","0.0112","2303819161600.0000"
"91.2563","0.0112","2304818995200.0000"
"91.3255","0.0112","2305818828800.0000"
"91.3957","0.0112","2306818867200.0000"
"91.4675","0.0112","2307818496000.0000"
"91.5412","0.0112","2308818534400.0000"
"91.6168","0.0113","2309818368000.0000"
"91.6944","0.0113","2310818406400.0000"
"91.7736","0.0113","2311818240000.0000"
"91.8541","0.0113","2312818073600.0000"
"91.9354","0.0113","2313817907200.0000"
"92.0169","0.0113","2314817740800.0000"
"92.0978","0.0113","2315817779200.0000"
"92.1776","0.0113","2316817408000.0000"
"92.2560","0.0113","2317817446400.0000"
"92.3332","0.0113","2318817075200.0000"
"92.4094","0.0114","2319817113600.0000"
"92.4852","0.0114","2320816947200.0000"
"92.5614","0.0114","2321816985600.0000"
"92.6390","0.0114","2322816819200.0000"
"92.7187","0.0114","2323816652800.0000"
"92.8008","0.0114","2324816486400.0000"
"92.8853","0.0114","2325816729600.0000"
"92.9718","0.0114","2326816563200.0000"
"93.0600","0.0114","2327816601600.0000"
"93.1489","0.0114","2328816640000.0000"
"93.2379","0.0115","2329816678400.0000"
"93.3263","0.0115","2330816512000.0000"
"93.4148","0.0115","2331816960000.0000"
"93.5037","0.0115","2332816793600.0000"
"93.5932","0.0115","2333816832000.0000"
"93.6826","0.0115","2334816870400.0000"
"93.7712","0.0115","2335816908800.0000"
"93.8597","0.0115","2336816947200.0000"
"93.9493","0.0115","2337816985600.0000"
"94.0407","0.0116","2338817024000.0000"
"94.1340","0.0116","2339816857600.0000"
"94.2286","0.0116","2340817100800.0000"
"94.3242","0.0116","2341816934400.0000"
"94.4206","0.0116","2342816972800.0000"
"94.5177","0.0116","2343817011200.0000"
"94.6155","0.0116","2344817049600.0000"
"94.7139","0.0116","2345817088000.0000"
"94.8126","0.0116","2346817126400.0000"
"94.9112","0.0117","2347816960000.0000"
"95.0091","0.0117","2348816998400.0000"
"95.1057","0.0117","2349817241600.0000"
"95.2005","0.0117","2350817075200.0000"
"95.2932","0.0117","2351817318400.0000"
"95.3840","0.0117","2352817152000.0000"
"95.4734","0.0117","2353817395200.0000"
"95.5624","0.0117","2354817228800.0000"
"95.6511","0.0118","2355817472000.0000"
"95.7399","0.0118","2356817510400.0000"
"95.8290","0.0118","2357817548800.0000"
"95.9184","0.0118","2358817382400.0000"
"96.0079","0.0118","2359817625600.0000"
"96.0971","0.0118","2360817459200.0000"
"96.1855","0.0118","2361817702400.0000"
"96.2724","0.0118","2362817740800.0000"
"96.3574","0.0118","2363817574400.0000"
"96.4404","0.0118","2364817203200.0000"
"96.5218","0.0119","2365817241600.0000"
"96.6020","0.0119","2366817280000.0000"
"96.6819","0.0119","2367817318400.0000"
"96.7628","0.0119","2368817152000.0000"
"96.8456","0.0119","2369817190400.0000"
"96.9306","0.0119","2370817228800.0000"
"97.0179","0.0119","2371817267200.0000"
"97.1070","0.0119","2372817305600.0000"
"97.1972","0.0119","2373817344000.0000"
"97.2873","0.0120","2374817382400.0000"
"97.3767","0.0120","2375817420800.0000"
"97.4651","0.0120","2376817459200.0000"
"97.5524","0.0120","2377817497600.0000"
"97.6385","0.0120","2378817536000.0000"
"97.7236","0.0120","2379817574400.0000"
"97.8077","0.0120","2380817612800.0000"
"97.8906","0.0120","2381817856000.0000"
"97.9720","0.0120","2382817689600.0000"
"98.0522","0.0120","2383817932800.0000"
"98.1316","0.0121","2384817766400.0000"
"98.2112","0.0121","2385818009600.0000"
"98.2919","0.0121","2386818048000.0000"
"98.3739","0.0121","2387818086400.0000"
"98.4569","0.0121","2388817920000.0000"
"98.5409","0.0121","2389817958400.0000"
"98.6261","0.0121","2390817996800.0000"
"98.7123","0.0121","2391818035200.0000"
"98.7990","0.0121","2392818278400.0000"
"98.8863","0.0121","2393818112000.0000"
"98.9745","0.0122","2394818355200.0000"
"99.0635","0.0122","2395818188800.0000"
"99.1529","0.0122","2396818432000.0000"
"99.2419","0.0122","2397818675200.0000"
"99.3299","0.0122","2398818713600.0000"
"99.4166","0.0122","2399818956800.0000"
"99.5020","0.0122","2400818790400.0000"
"99.5861","0.0122","2401819033600.0000"
"99.6694","0.0122","2402819276800.0000"
"99.7528","0.0123","2403819520000.0000"
"99.8373","0.0123","2404819763200.0000"
"99.9231","0.0123","2405819801600.0000"
"100.0099","0.0123","2406820044800.0000"
"100.0972","0.0123","2407820288000.0000"
"100.1843","0.0123","2408820121600.0000"
"100.2710","0.0123","2409820364800.0000"
"100.3569","0.0123","2410820608000.0000"
"100.4419","0.0123","2411820646400.0000"
"100.5262","0.0124","2412820889600.0000"
"100.6099","0.0124","2413820928000.0000"
"100.6924","0.0124","2414820966400.0000"
"100.7736","0.0124","2415821004800.0000"
"100.8539","0.0124","2416821452800.0000"
"100.9341","0.0124","2417821286400.0000"
"101.0153","0.0124","2418821324800.0000"
"101.0977","0.0124","2419821568000.0000"
"101.1810","0.0124","2420821401600.0000"
"101.2645","0.0124","2421821644800.0000"
"101.3478","0.0125","2422821888000.0000"
"101.4314","0.0125","2423822131200.0000"
"101.5153","0.0125","2424822374400.0000"
"101.5995","0.0125","2425822208000.0000"
"101.6842","0.0125","2426822451200.0000"
"101.7695","0.0125","2427822284800.0000"
"101.8554","0.0125","2428822528000.0000"
"101.9418","0.0125","2429822771200.0000"
"102.0283","0.0125","2430822809600.0000"
"102.1143","0.0125","2431822848000.0000"
"102.1995","0.0126","2432822886400.0000"
"102.2838","0.0126","2433822924800.0000"
"102.3677","0.0126","2434822758400.0000"
"102.4515","0.0126","2435823001600.0000"
"102.5355","0.0126","2436822835200.0000"
"102.6205","0.0126","2437822873600.0000"
"102.7066","0.0126","2438822707200.0000"
"102.7941","0.0126","2439822745600.0000"
"102.8829","0.0126","2440822579200.0000"
"102.9730","0.0127","2441822617600.0000"
"103.0634","0.0127","2442822451200.0000"
"103.1531","0.0127","2443822489600.0000"
"103.2410","0.0127","2444822323200.0000"
"103.3265","0.0127","2445822361600.0000"
"103.4096","0.0127","2446822400000.0000"
"103.4911","0.0127","2447822438400.0000"
"103.5720","0.0127","2448822272000.0000"
"103.6535","0.0127","2449822310400.0000"
"103.7361","0.0127","2450822144000.0000"
"103.8196","0.0128","2451822182400.0000"
"103.9044","0.0128","2452822220800.0000"
"103.9901","0.0128","2453822259200.0000"
"104.0763","0.0128","2454822092800.0000"
"104.1627","0.0128","2455822131200.0000"
"104.2490","0.0128","2456821760000.0000"
"104.3352","0.0128","2457821798400.0000"
"104.4216","0.0128","2458821632000.0000"
"104.5082","0.0128","2459821670400.0000"
"104.5949","0.0129","2460821299200.0000"
"104.6815","0.0129","2461821337600.0000"
"104.7676","0.0129","2462820966400.0000"
"104.8535","0.0129","2463820800000.0000"
"104.9392","0.0129","2464820633600.0000"
"105.0251","0.0129","2465820262400.0000"
"105.1116","0.0129","2466820300800.0000"
"105.1991","0.0129","2467819929600.0000"
"105.2879","0.0129","2468819763200.0000"
"105.3783","0.0129","2469819801600.0000"
"105.4704","0.0130","2470819430400.0000"
"105.5637","0.0130","2471819264000.0000"
"105.6575","0.0130","2472819097600.0000"
"105.7510","0.0130","2473818931200.0000"
"105.8437","0.0130","2474818969600.0000"
"105.9353","0.0130","2475818598400.0000"
"106.0255","0.0130","2476818636800.0000"
"106.1143","0.0130","2477818265600.0000"
"106.2016","0.0130","2478818099200.0000"
"106.2874","0.0131","2479817932800.0000"
"106.3717","0.0131","2480817971200.0000"
"106.4548","0.0131","2481817600000.0000"
"106.5376","0.0131","2482817433600.0000"
"106.6208","0.0131","2483817267200.0000"
"106.7046","0.0131","2484817100800.0000"
"106.7893","0.0131","2485817139200.0000"
"106.8745","0.0131","2486816768000.0000"
"106.9603","0.0131","2487816601600.0000"
"107.0464","0.0132","2488816435200.0000"
"107.1329","0.0132","2489816473600.0000"
"107.2197","0.0132","2490816512000.0000"
"107.3069","0.0132","2491816140800.0000"
"107.3941","0.0132","2492816179200.0000"
"107.4810","0.0132","2493816012800.0000"
"107.5674","0.0132","2494816256000.0000"
"107.6534","0.0132","2495816294400.0000"
"107.7391","0.0132","2496816332800.0000"
"107.8245","0.0132","2497816576000.0000"
"107.9102","0.0133","2498816409600.0000"
"107.9966","0.0133","2499816243200.0000"
"108.0842","0.0133","2500816486400.0000"
"108.1735","0.0133","2501816729600.0000"
"108.2647","0.0133","2502816563200.0000"
"108.3576","0.0133","2503816806400.0000"
"108.4517","0.0133","2504816640000.0000"
"108.5466","0.0133","2505816678400.0000"
"108.6420","0.0133","2506816716800.0000"
"108.7374","0.0134","2507816960000.0000"
"108.8327","0.0134","2508817203200.0000"
"108.9274","0.0134","2509817036800.0000"
"109.0209","0.0134","2510817075200.0000"
"109.1127","0.0134","2511817113600.0000"
"109.2022","0.0134","2512817152000.0000"
"109.2897","0.0134","2513817190400.0000"
"109.3761","0.0134","2514817228800.0000"
"109.4626","0.0134","2515817472000.0000"
"109.5497","0.0135","2516817305600.0000"
"109.6378","0.0135","2517817548800.0000"
"109.7265","0.0135","2518817382400.0000"
"109.8153","0.0135","2519817830400.0000"
"109.9039","0.0135","2520817868800.0000"
"109.9924","0.0135","2521818112000.0000"
"110.0809","0.0135","2522818150400.0000"
"110.1692","0.0135","2523818188800.0000"
"110.2568","0.0135","2524818227200.0000"
"110.3434","0.0136","2525818265600.0000"
"110.4291","0.0136","2526818713600.0000"
"110.5139","0.0136","2527818547200.0000"
"110.5981","0.0136","2528818790400.0000"
"110.6826","0.0136","2529818828800.0000"
"110.7685","0.0136","2530818867200.0000"
"110.8562","0.0136","2531818905600.0000"
"110.9454","0.0136","2532819148800.0000"
"111.0355","0.0136","2533818982400.0000"
"111.1261","0.0137","2534819020800.0000"
"111.2171","0.0137","2535819059200.0000"
"111.3084","0.0137","2536819302400.0000"
"111.3992","0.0137","2537819136000.0000"
"111.4892","0.0137","2538819584000.0000"
"111.5782","0.0137","2539819417600.0000"
"111.6663","0.0137","2540819660800.0000"
"111.7537","0.0137","2541819494400.0000"
"111.8407","0.0137","2542819737600.0000"
"111.9280","0.0138","2543819980800.0000"
"112.0155","0.0138","2544819814400.0000"
"112.1034","0.0138","2545820057600.0000"
"112.1922","0.0138","2546820096000.0000"
"112.2827","0.0138","2547820339200.0000"
"112.3751","0.0138","2548820582400.0000"
"112.4690","0.0138","2549820416000.0000"
"112.5637","0.0138","2550820659200.0000"
"112.6585","0.0138","2551820902400.0000"
"112.7528","0.0139","2552820940800.0000"
"112.8460","0.0139","2553820979200.0000"
"112.9378","0.0139","2554821017600.0000"
"113.0284","0.0139","2555821056000.0000"
"113.1176","0.0139","2556821094400.0000"
"113.2053","0.0139","2557821542400.0000"
"113.2917","0.0139","2558821376000.0000"
"113.3768","0.0139","2559821619200.0000"
"113.4609","0.0139","2560821657600.0000"
"113.5448","0.0140","2561821696000.0000"
"113.6298","0.0140","2562821734400.0000"
"113.7166","0.0140","2563821772800.0000"
"113.8052","0.0140","2564822016000.0000"
"113.8954","0.0140","2565822054400.0000"
"113.9869","0.0140","2566822297600.0000"
"114.0794","0.0140","2567822336000.0000"
"114.1727","0.0140","2568822374400.0000"
"114.2662","0.0140","2569822617600.0000"
"114.3597","0.0141","2570823065600.0000"
"114.4529","0.0141","2571823104000.0000"
"114.5457","0.0141","2572823142400.0000"
"114.6377","0.0141","2573823180800.0000"
"114.7284","0.0141","2574823424000.0000"
"114.8177","0.0141","2575823667200.0000"
"114.9058","0.0141","2576823910400.0000"
"114.9931","0.0141","2577824153600.0000"
"115.0801","0.0141","2578823987200.0000"
"115.1676","0.0141","2579824230400.0000"
"115.2562","0.0142","2580824268800.0000"
"115.3460","0.0142","2581824102400.0000"
"115.4365","0.0142","2582824345600.0000"
"115.5270","0.0142","2583824384000.0000"
"115.6169","0.0142","2584824627200.0000"
"115.7063","0.0142","2585824460800.0000"
"115.7954","0.0142","2586824704000.0000"
"115.8848","0.0142","2587824947200.0000"
"115.9749","0.0142","2588824780800.0000"
"116.0655","0.0143","2589825228800.0000"
"116.1560","0.0143","2590825062400.0000"
"116.2456","0.0143","2591825100800.0000"
"116.3341","0.0143","2592825139200.0000"
"116.4218","0.0143","2593825382400.0000"
"116.5096","0.0143","2594825625600.0000"
"116.5985","0.0143","2595825868800.0000"
"116.6885","0.0143","2596825907200.0000"
"116.7793","0.0143","2597826150400.0000"
"116.8705","0.0144","2598826188800.0000"
"116.9617","0.0144","2599826022400.0000"
"117.0523","0.0144","2600826060800.0000"
"117.1425","0.0144","2601826099200.0000"
"117.2323","0.0144","2602826342400.0000"
"117.3218","0.0144","2603826380800.0000"
"117.4111","0.0144","2604826624000.0000"
"117.5000","0.0144","2605826457600.0000"
"117.5885","0.0144","2606826291200.0000"
"117.6770","0.0145","2607826534400.0000"
"117.7656","0.0145","2608826777600.0000"
"117.8542","0.0145","2609826611200.0000"
"117.9431","0.0145","2610826649600.0000"
"118.0330","0.0145","2611826688000.0000"
"118.1246","0.0145","2612826521600.0000"
"118.2185","0.0145","2613826560000.0000"
"118.3140","0.0145","2614826803200.0000"
"118.4106","0.0145","2615826636800.0000"
"118.5074","0.0146","2616826675200.0000"
"118.6043","0.0146","2617826713600.0000"
"118.7015","0.0146","2618826752000.0000"
"118.7990","0.0146","2619826995200.0000"
"118.8961","0.0146","2620827033600.0000"
"118.9925","0.0146","2621827072000.0000"
"119.0880","0.0146","2622826905600.0000"
"119.1821","0.0146","2623826944000.0000"
"119.2746","0.0147","2624826777600.0000"
"119.3661","0.0147","2625826816000.0000"
"119.4576","0.0147","2626826649600.0000"
"119.5499","0.0147","2627826688000.0000"
"119.6438","0.0147","2628826316800.0000"
"119.7391","0.0147","2629826150400.0000"
"119.8351","0.0147","2630825984000.0000"
"119.9312","0.0147","2631825817600.0000"
"120.0274","0.0147","2632825856000.0000"
"120.1236","0.0148","2633825484800.0000"
"120.2198","0.0148","2634825113600.0000"
"120.3160","0.0148","2635824947200.0000"
"120.4120","0.0148","2636824780800.0000"
"120.5075","0.0148","2637824614400.0000"
"120.6024","0.0148","2638824448000.0000"
"120.6965","0.0148","2639824076800.0000"
"120.7894","0.0148","2640823910400.0000"
"120.8812","0.0149","2641823744000.0000"
"120.9723","0.0149","2642823577600.0000"
"121.0636","0.0149","2643823411200.0000"
"121.1556","0.0149","2644823040000.0000"
"121.2488","0.0149","2645822873600.0000"
"121.3429","0.0149","2646822707200.0000"
"121.4374","0.0149","2647822540800.0000"
"121.5317","0.0149","2648822169600.0000"
"121.6255","0.0149","2649821798400.0000"
"121.7186","0.0150","2650821632000.0000"
"121.8111","0.0150","2651821260800.0000"
"121.9031","0.0150","2652820889600.0000"
"121.9949","0.0150","2653820723200.0000"
"122.0863","0.0150","2654820147200.0000"
"122.1773","0.0150","2655819980800.0000"
"122.2669","0.0150","2656819814400.0000"
"122.3548","0.0150","2657819443200.0000"
"122.4412","0.0150","2658818867200.0000"
"122.5273","0.0151","2659818700800.0000"
"122.6140","0.0151","2660818534400.0000"
"122.7014","0.0151","2661818163200.0000"
"122.7893","0.0151","2662818201600.0000"
"122.8776","0.0151","2663817830400.0000"
"122.9666","0.0151","2664817664000.0000"
"123.0562","0.0151","2665817497600.0000"
"123.1463","0.0151","2666817331200.0000"
"123.2369","0.0151","2667817164800.0000"
"123.3276","0.0152","2668816998400.0000"
"123.4180","0.0152","2669816832000.0000"
"123.5078","0.0152","2670816665600.0000"
"123.5969","0.0152","2671816908800.0000"
"123.6855","0.0152","2672816537600.0000"
"123.7740","0.0152","2673816576000.0000"
"123.8627","0.0152","2674816204800.0000"
"123.9521","0.0152","2675816038400.0000"
"124.0421","0.0152","2676816076800.0000"
"124.1323","0.0153","2677815910400.0000"
"124.2227","0.0153","2678815948800.0000"
"124.3135","0.0153","2679815577600.0000"
"124.4052","0.0153","2680815616000.0000"
"124.4977","0.0153","2681815654400.0000"
"124.5906","0.0153","2682815488000.0000"
"124.6836","0.0153","2683815321600.0000"
"124.7766","0.0153","2684815360000.0000"
"124.8694","0.0153","2685815398400.0000"
"124.9621","0.0154","2686815436800.0000"
"125.0544","0.0154","2687815270400.0000"
"125.1459","0.0154","2688815308800.0000"
"125.2364","0.0154","2689815347200.0000"
"125.3271","0.0154","2690815385600.0000"
"125.4189","0.0154","2691815424000.0000"
"125.5124","0.0154","2692815667200.0000"
"125.6076","0.0154","2693815910400.0000"
"125.7039","0.0154","2694815948800.0000"
"125.8009","0.0155","2695815987200.0000"
"125.8984","0.0155","2696816025600.0000"
"125.9957","0.0155","2697816064000.0000"
"126.0920","0.0155","2698815897600.0000"
"126.1869","0.0155","2699816140800.0000"
"126.2804","0.0155","2700816384000.0000"
"126.3729","0.0155","2701816422400.0000"
"126.4647","0.0155","2702816460800.0000"
"126.5561","0.0155","2703816499200.0000"
"126.6476","0.0156","2704816742400.0000"
"126.7396","0.0156","2705816576000.0000"
"126.8329","0.0156","2706817024000.0000"
"126.9283","0.0156","2707817062400.0000"
"127.0261","0.0156","2708816896000.0000"
"127.1257","0.0156","2709817139200.0000"
"127.2263","0.0156","2710817382400.0000"
"127.3270","0.0156","2711817420800.0000"
"127.4273","0.0157","2712817868800.0000"
"127.5267","0.0157","2713817907200.0000"
"127.6247","0.0157","2714818150400.0000"
"127.7208","0.0157","2715818393600.0000"
"127.8149","0.0157","2716818432000.0000"
"127.9070","0.0157","2717818675200.0000"
"127.9973","0.0157","2718818918400.0000"
"128.0862","0.0157","2719819161600.0000"
"128.1741","0.0157","2720819404800.0000"
"128.2611","0.0158","2721819443200.0000"
"128.3479","0.0158","2722819481600.0000"
"128.4357","0.0158","2723819520000.0000"
"128.5256","0.0158","2724819558400.0000"
"128.6180","0.0158","2725819801600.0000"
"128.7126","0.0158","2726819840000.0000"
"128.8091","0.0158","2727820083200.0000"
"128.9074","0.0158","2728820326400.0000"
"129.0068","0.0158","2729820160000.0000"
"129.1062","0.0159","2730820403200.0000"
"129.2052","0.0159","2731820441600.0000"
"129.3037","0.0159","2732820684800.0000"
"129.4017","0.0159","2733820723200.0000"
"129.4991","0.0159","2734820761600.0000"
"129.5961","0.0159","2735820800000.0000"
"129.6923","0.0159","2736820838400.0000"
"129.7874","0.0159","2737821081600.0000"
"129.8822","0.0160","2738821324800.0000"
"129.9778","0.0160","2739821363200.0000"
"130.0751","0.0160","2740821606400.0000"
"130.1744","0.0160","2741821644800.0000"
"130.2753","0.0160","2742821478400.0000"
"130.3772","0.0160","2743821516800.0000"
"130.4794","0.0160","2744821760000.0000"
"130.5810","0.0160","2745821593600.0000"
"130.6812","0.0161","2746821836800.0000"
