Time,Displacement,Force,Tensile strain (Displacement),Tensile stress
"1.2200","11.3955","281.3915","75.9700","0.7778"
"1.2400","11.5955","287.6701","77.3033","0.7951"
"1.2600","11.7955","294.1957","78.6368","0.8131"
"1.2800","11.9956","300.5916","79.9704","0.8308"
"1.3000","12.1956","306.9199","81.3039","0.8483"
"1.3200","12.3956","313.5297","82.6372","0.8666"
"1.3400","12.5955","320.2836","83.9703","0.8853"
"1.3600","12.7955","326.9033","85.3035","0.9035"
"1.3800","12.9955","333.6910","86.6368","0.9223"
"1.4000","13.1955","340.3277","87.9700","0.9407"
"1.4200","13.3955","347.0890","89.3033","0.9593"
"1.4400","13.5955","353.9170","90.6368","0.9782"
"1.4600","13.7956","360.4742","91.9704","0.9963"
"1.4800","13.9956","366.9900","93.3037","1.0143"
"1.5000","14.1955","373.4618","94.6368","1.0322"
"1.5200","14.3955","379.9878","95.9699","1.0503"
"1.5400","14.5955","386.5932","97.3032","1.0685"
"1.5600","14.7955","393.1636","98.6366","1.0867"
"1.5800","14.9955","399.7450","99.9700","1.1049"
"1.6000","15.1955","406.2811","101.3033","1.1229"
"1.6200","15.3955","412.8288","102.6367","1.1410"
"1.6400","15.5955","419.3117","103.9700","1.1590"
"1.6600","15.7955","425.8273","105.3032","1.1770"
"1.6800","15.9954","432.2782","106.6363","1.1948"
"1.7000","16.1954","438.6598","107.9696","1.2124"
"1.7200","16.3955","445.0638","109.3031","1.2301"
"1.7400","16.5955","451.0931","110.6368","1.2468"
"1.7600","16.7956","457.3061","111.9705","1.2640"
"1.7800","16.9956","463.5174","113.3041","1.2811"
"1.8000","17.1956","469.7019","114.6372","1.2982"
"1.8200","17.3955","475.9074","115.9702","1.3154"
"1.8400","17.5955","481.8554","117.3033","1.3318"
"1.8600","17.7955","487.8835","118.6365","1.3485"
"1.8800","17.9955","493.9281","119.9699","1.3652"
"1.9000","18.1955","499.7701","121.3034","1.3813"
"1.9200","18.3955","505.6664","122.6370","1.3976"
"1.9400","18.5956","511.3250","123.9704","1.4133"
"1.9600","18.7956","517.1354","125.3037","1.4293"
"1.9800","18.9955","522.7781","126.6369","1.4449"
"2.0000","19.1955","528.4604","127.9701","1.4606"
"2.0200","19.3955","534.1245","129.3035","1.4763"
"2.0400","19.5955","539.6285","130.6368","1.4915"
"2.0600","19.7955","545.2207","131.9701","1.5070"
"2.0800","19.9955","550.6982","133.3035","1.5221"
"2.1000","20.1955","556.0655","134.6369","1.5369"
"2.1200","20.3955","561.4182","135.9702","1.5517"
"2.1400","20.5955","566.6775","137.3033","1.5663"
"2.1600","20.7955","571.9462","138.6364","1.5808"
"2.1800","20.9955","577.1041","139.9697","1.5951"
"2.2000","21.1955","581.9800","141.3030","1.6086"
"2.2200","21.3955","587.0065","142.6365","1.6225"
"2.2400","21.5955","592.0139","143.9700","1.6363"
"2.2600","21.7955","596.8771","145.3035","1.6497"
"2.2800","21.9956","602.0374","146.6370","1.6640"
"2.3000","22.1956","607.1210","147.9703","1.6781"
"2.3200","22.3955","612.0821","149.3036","1.6918"
"2.3400","22.5955","617.0032","150.6369","1.7054"
"2.3600","22.7955","621.7978","151.9702","1.7186"
"2.3800","22.9955","626.4779","153.3036","1.7316"
"2.4000","23.1955","631.1973","154.6370","1.7446"
"2.4200","23.3956","635.5897","155.9704","1.7567"
"2.4400","23.5956","640.0857","157.3039","1.7692"
"2.4600","23.7956","644.9154","158.6371","1.7825"
"2.4800","23.9955","649.5154","159.9702","1.7952"
"2.5000","24.1955","654.3124","161.3034","1.8085"
"2.5200","24.3955","658.9561","162.6366","1.8213"
"2.5400","24.5955","663.5480","163.9700","1.8340"
"2.5600","24.7955","668.0559","165.3033","1.8465"
"2.5800","24.9955","672.3646","166.6367","1.8584"
"2.5810","25.0055","672.5822","166.7034","1.8590"
