Time,Displacement,Force,Tensile strain (Displacement),Tensile stress
"2.8800","27.9976","93.4611","40.8068","1.3908"
"2.9000","28.1976","93.7669","41.0984","1.3953"
"2.9200","28.3976","94.2434","41.3899","1.4024"
"2.9400","28.5977","94.6569","41.6815","1.4086"
"2.9600","28.7977","95.0535","41.9730","1.4145"
"2.9800","28.9977","95.5397","42.2645","1.4217"
"3.0000","29.1977","96.1180","42.5560","1.4303"
"3.0200","29.3977","96.5406","42.8475","1.4366"
"3.0400","29.5976","96.7992","43.1390","1.4405"
"3.0600","29.7976","97.2357","43.4305","1.4470"
"3.0800","29.9976","97.7361","43.7219","1.4544"
"3.1000","30.1976","98.1305","44.0135","1.4603"
"3.1200","30.3977","98.5575","44.3050","1.4666"
"3.1400","30.5977","98.9587","44.5965","1.4726"
"3.1600","30.7976","99.3223","44.8880","1.4780"
"3.1800","30.9976","99.7438","45.1794","1.4843"
"3.2000","31.1976","100.1344","45.4709","1.4901"
"3.2200","31.3976","100.6063","45.7624","1.4971"
"3.2400","31.5976","101.0396","46.0539","1.5036"
"3.2600","31.7976","101.4493","46.3454","1.5097"
"3.2800","31.9976","101.8614","46.6369","1.5158"
"3.3000","32.1976","102.2547","46.9285","1.5216"
"3.3200","32.3976","102.5889","47.2199","1.5266"
"3.3400","32.5976","102.9603","47.5114","1.5321"
"3.3600","32.7976","103.4331","47.8029","1.5392"
"3.3800","32.9976","103.8488","48.0945","1.5454"
"3.4000","33.1976","104.1839","48.3860","1.5504"
"3.4200","33.3977","104.5359","48.6775","1.5556"
"3.4400","33.5977","104.9571","48.9691","1.5619"
"3.4600","33.7977","105.3042","49.2606","1.5670"
"3.4800","33.9977","105.6645","49.5521","1.5724"
"3.5000","34.1976","106.0215","49.8435","1.5777"
"3.5200","34.3976","106.4583","50.1350","1.5842"
"3.5400","34.5976","106.7825","50.4265","1.5890"
"3.5600","34.7976","107.1315","50.7180","1.5942"
"3.5800","34.9977","107.5043","51.0096","1.5998"
"3.6000","35.1977","107.8667","51.3011","1.6052"
"3.6200","35.3976","108.1750","51.5925","1.6097"
"3.6400","35.5976","108.5752","51.8840","1.6157"
"3.6600","35.7976","108.9805","52.1755","1.6217"
"3.6800","35.9976","109.3312","52.4670","1.6270"
"3.7000","36.1976","109.7666","52.7585","1.6334"
"3.7200","36.3976","110.1146","53.0500","1.6386"
"3.7400","36.5976","110.4043","53.3415","1.6429"
"3.7600","36.7976","110.8483","53.6330","1.6495"
"3.7800","36.9976","111.1627","53.9245","1.6542"
"3.8000","37.1976","111.4110","54.2160","1.6579"
"3.8200","37.3975","111.6955","54.5074","1.6621"
"3.8400","37.5976","112.1199","54.7990","1.6685"
"3.8600","37.7976","112.5410","55.0905","1.6747"
"3.8800","37.9976","112.8423","55.3820","1.6792"
"3.9000","38.1976","113.1738","55.6735","1.6841"
"3.9200","38.3976","113.5486","55.9651","1.6897"
"3.9400","38.5977","113.8986","56.2566","1.6949"
"3.9600","38.7976","114.2004","56.5481","1.6994"
"3.9800","38.9976","114.5909","56.8396","1.7052"
"4.0000","39.1977","115.0514","57.1311","1.7121"
"4.0200","39.3977","115.2982","57.4227","1.7157"
"4.0400","39.5977","115.5995","57.7142","1.7202"
"4.0600","39.7977","115.9359","58.0056","1.7252"
"4.0800","39.9976","116.2690","58.2971","1.7302"
"4.1000","40.1976","116.5354","58.5886","1.7342"
"4.1200","40.3976","116.8112","58.8801","1.7383"
"4.1400","40.5976","117.1691","59.1716","1.7436"
"4.1600","40.7976","117.4378","59.4631","1.7476"
"4.1800","40.9976","117.8044","59.7546","1.7530"
"4.2000","41.1977","118.1724","60.0461","1.7585"
"4.2200","41.3976","118.5077","60.3376","1.7635"
"4.2400","41.5976","118.8345","60.6291","1.7684"
"4.2600","41.7976","119.0554","60.9206","1.7717"
"4.2800","41.9976","119.3745","61.2120","1.7764"
"4.3000","42.1976","119.7755","61.5035","1.7824"
"4.3200","42.3976","120.0602","61.7950","1.7866"
"4.3400","42.5976","120.3779","62.0865","1.7913"
"4.3600","42.7976","120.6411","62.3781","1.7953"
"4.3800","42.9976","120.9286","62.6696","1.7995"
"4.4000","43.1976","121.2539","62.9611","1.8044"
"4.4200","43.3976","121.5653","63.2526","1.8090"
"4.4400","43.5976","121.9712","63.5441","1.8150"
"4.4600","43.7976","122.3748","63.8357","1.8211"
"4.4800","43.9976","122.5768","64.1272","1.8241"
"4.5000","44.1976","122.8575","64.4187","1.8282"
"4.5200","44.3977","123.2398","64.7102","1.8339"
"4.5400","44.5977","123.5177","65.0017","1.8381"
"4.5600","44.7977","123.7695","65.2932","1.8418"
"4.5800","44.9977","124.1151","65.5847","1.8470"
"4.6000","45.1976","124.4070","65.8762","1.8513"
"4.6200","45.3976","124.6566","66.1676","1.8550"
"4.6400","45.5976","124.9475","66.4591","1.8593"
"4.6600","45.7976","125.3092","66.7506","1.8647"
"4.6800","45.9976","125.6239","67.0422","1.8694"
"4.7000","46.1977","125.8817","67.3337","1.8732"
"4.7200","46.3977","126.0808","67.6252","1.8762"
"4.7400","46.5977","126.3395","67.9167","1.8801"
"4.7600","46.7976","126.7371","68.2081","1.8860"
"4.7800","46.9975","127.0065","68.4996","1.8900"
"4.8000","47.1975","127.2077","68.7911","1.8930"
"4.8200","47.3976","127.4365","69.0826","1.8964"
"4.8400","47.5976","127.7662","69.3742","1.9013"
"4.8600","47.7976","128.1037","69.6657","1.9063"
"4.8800","47.9976","128.3715","69.9572","1.9103"
"4.9000","48.1976","128.5812","70.2487","1.9134"
"4.9200","48.3976","128.9762","70.5402","1.9193"
"4.9400","48.5976","129.3547","70.8316","1.9249"
"4.9600","48.7976","129.5168","71.1231","1.9273"
"4.9800","48.9976","129.7877","71.4147","1.9314"
"5.0000","49.1977","130.0369","71.7063","1.9351"
"5.0200","49.3977","130.3015","71.9979","1.9390"
"5.0400","49.5977","130.6349","72.2893","1.9440"
"5.0600","49.7977","130.9039","72.5808","1.9480"
"5.0800","49.9977","131.1101","72.8723","1.9510"
"5.1000","50.1976","131.4720","73.1637","1.9564"
"5.1200","50.3976","131.7611","73.4552","1.9607"
"5.1400","50.5976","131.9328","73.7467","1.9633"
"5.1600","50.7977","132.2204","74.0383","1.9676"
"5.1800","50.9977","132.4221","74.3298","1.9706"
"5.2000","51.1977","132.7079","74.6213","1.9748"
"5.2200","51.3976","132.9955","74.9127","1.9791"
"5.2400","51.5976","133.2404","75.2041","1.9827"
"5.2600","51.7975","133.6512","75.4956","1.9889"
"5.2800","51.9975","133.9287","75.7871","1.9930"
"5.3000","52.1976","134.2334","76.0787","1.9975"
"5.3200","52.3976","134.5002","76.3702","2.0015"
"5.3400","52.5976","134.6515","76.6617","2.0037"
"5.3600","52.7976","134.9523","76.9533","2.0082"
"5.3800","52.9976","135.2927","77.2448","2.0133"
"5.4000","53.1976","135.5076","77.5362","2.0165"
"5.4200","53.3976","135.6636","77.8277","2.0188"
"5.4400","53.5976","135.9772","78.1193","2.0235"
"5.4600","53.7977","136.2648","78.4108","2.0278"
"5.4800","53.9977","136.5223","78.7023","2.0316"
"5.5000","54.1977","136.7561","78.9938","2.0351"
"5.5200","54.3977","136.9771","79.2853","2.0383"
"5.5400","54.5977","137.2203","79.5769","2.0420"
"5.5600","54.7977","137.5696","79.8683","2.0472"
"5.5800","54.9976","137.8481","80.1598","2.0513"
"5.6000","55.1976","138.0878","80.4512","2.0549"
"5.6200","55.3976","138.3149","80.7428","2.0583"
"5.6400","55.5976","138.5371","81.0343","2.0616"
"5.6600","55.7976","138.8102","81.3258","2.0656"
"5.6800","55.9977","139.0902","81.6173","2.0698"
"5.7000","56.1977","139.3149","81.9089","2.0731"
"5.7200","56.3977","139.6138","82.2003","2.0776"
"5.7400","56.5976","139.8187","82.4918","2.0806"
"5.7600","56.7976","140.0690","82.7832","2.0844"
"5.7800","56.9976","140.3248","83.0747","2.0882"
"5.8000","57.1976","140.4952","83.3662","2.0907"
"5.8200","57.3976","140.7034","83.6578","2.0938"
"5.8400","57.5976","140.9739","83.9493","2.0978"
"5.8600","57.7976","141.2016","84.2408","2.1012"
"5.8800","57.9976","141.4548","84.5323","2.1050"
"5.9000","58.1976","141.7297","84.8238","2.1091"
"5.9200","58.3976","141.9302","85.1153","2.1121"
"5.9400","58.5976","142.1847","85.4068","2.1158"
"5.9600","58.7976","142.3964","85.6984","2.1190"
"5.9800","58.9977","142.5698","85.9899","2.1216"
"6.0000","59.1977","142.8711","86.2814","2.1261"
"6.0200","59.3977","143.1466","86.5730","2.1302"
"6.0400","59.5977","143.3918","86.8644","2.1338"
"6.0600","59.7976","143.5489","87.1558","2.1361"
"6.0800","59.9976","143.7111","87.4473","2.1386"
"6.1000","60.1976","143.9476","87.7388","2.1421"
"6.1200","60.3976","144.1811","88.0303","2.1456"
"6.1400","60.5976","144.4211","88.3219","2.1491"
"6.1600","60.7977","144.5944","88.6134","2.1517"
"6.1800","60.9977","144.8484","88.9049","2.1555"
"6.2000","61.1976","145.0704","89.1964","2.1588"
"6.2200","61.3976","145.2618","89.4878","2.1616"
"6.2400","61.5976","145.3999","89.7793","2.1637"
"6.2600","61.7976","145.5076","90.0708","2.1653"
"6.2800","61.9976","145.6893","90.3623","2.1680"
"6.3000","62.1976","145.8880","90.6538","2.1710"
"6.3200","62.3976","146.1185","90.9453","2.1744"
"6.3400","62.5976","146.2299","91.2369","2.1760"
"6.3600","62.7976","146.4064","91.5284","2.1787"
"6.3800","62.9976","146.6475","91.8198","2.1823"
"6.4000","63.1976","146.7428","92.1113","2.1837"
"6.4200","63.3976","146.9764","92.4029","2.1871"
"6.4400","63.5977","147.2294","92.6944","2.1909"
"6.4600","63.7977","147.4022","92.9860","2.1935"
"6.4800","63.9977","147.6110","93.2775","2.1966"
"6.5000","64.1977","147.8229","93.5690","2.1997"
"6.5200","64.3977","148.0693","93.8605","2.2034"
"6.5400","64.5976","148.2931","94.1519","2.2067"
"6.5600","64.7976","148.4914","94.4434","2.2097"
"6.5800","64.9976","148.6956","94.7349","2.2127"
"6.6000","65.1976","148.8485","95.0265","2.2150"
"6.6200","65.3976","149.0739","95.3179","2.2184"
"6.6400","65.5976","149.3039","95.6094","2.2218"
"6.6600","65.7976","149.5269","95.9009","2.2251"
"6.6800","65.9976","149.7731","96.1924","2.2288"
"6.7000","66.1976","149.9068","96.4839","2.2308"
"6.7200","66.3976","150.1225","96.7754","2.2340"
"6.7400","66.5976","150.4224","97.0669","2.2384"
"6.7600","66.7976","150.6650","97.3584","2.2420"
"6.7800","66.9976","150.9277","97.6499","2.2459"
"6.8000","67.1976","151.1249","97.9414","2.2489"
"6.8200","67.3976","151.2338","98.2329","2.2505"
"6.8400","67.5976","151.4419","98.5244","2.2536"
"6.8600","67.7976","151.7240","98.8159","2.2578"
"6.8800","67.9976","151.9174","99.1074","2.2607"
"6.9000","68.1976","152.1282","99.3989","2.2638"
"6.9200","68.3976","152.4149","99.6904","2.2681"
"6.9400","68.5976","152.5638","99.9820","2.2703"
"6.9600","68.7976","152.7963","100.2735","2.2738"
"6.9800","68.9977","152.9540","100.5650","2.2761"
"7.0000","69.1977","153.1799","100.8565","2.2795"
"7.0200","69.3977","153.4553","101.1480","2.2836"
"7.0400","69.5976","153.6386","101.4395","2.2863"
"7.0600","69.7977","153.8470","101.7310","2.2894"
"7.0800","69.9977","154.0388","102.0225","2.2922"
"7.1000","70.1976","154.2039","102.3140","2.2947"
"7.1200","70.3976","154.3558","102.6055","2.2970"
"7.1400","70.5977","154.5995","102.8971","2.3006"
"7.1600","70.7977","154.9184","103.1886","2.3053"
"7.1800","70.9976","155.1471","103.4800","2.3087"
"7.2000","71.1976","155.3324","103.7715","2.3115"
"7.2200","71.3976","155.5039","104.0630","2.3140"
"7.2400","71.5976","155.6766","104.3545","2.3166"
"7.2600","71.7976","155.8648","104.6460","2.3194"
"7.2800","71.9976","156.0886","104.9375","2.3227"
"7.3000","72.1976","156.2528","105.2290","2.3252"
"7.3200","72.3976","156.4693","105.5205","2.3284"
"7.3400","72.5976","156.6756","105.8119","2.3315"
"7.3600","72.7975","156.9537","106.1034","2.3356"
"7.3800","72.9975","157.2441","106.3949","2.3399"
"7.4000","73.1976","157.4551","106.6865","2.3431"
"7.4200","73.3977","157.6217","106.9781","2.3456"
"7.4400","73.5977","157.8026","107.2696","2.3483"
"7.4600","73.7977","157.9603","107.5611","2.3506"
"7.4800","73.9977","158.1864","107.8526","2.3540"
"7.5000","74.1976","158.4829","108.1441","2.3584"
"7.5200","74.3976","158.5796","108.4356","2.3598"
"7.5400","74.5977","158.6665","108.7271","2.3611"
"7.5600","74.7977","158.9455","109.0186","2.3653"
"7.5800","74.9977","159.1498","109.3101","2.3683"
"7.6000","75.1977","159.3106","109.6017","2.3707"
"7.6200","75.3977","159.5104","109.8931","2.3737"
"7.6400","75.5976","159.8080","110.1846","2.3781"
"7.6600","75.7976","160.0634","110.4760","2.3819"
"7.6800","75.9976","160.1931","110.7675","2.3838"
"7.7000","76.1976","160.4916","111.0590","2.3883"
"7.7200","76.3976","160.6880","111.3506","2.3912"
"7.7400","76.5976","160.8771","111.6421","2.3940"
"7.7600","76.7976","161.0060","111.9336","2.3959"
"7.7800","76.9976","161.1275","112.2250","2.3977"
"7.8000","77.1976","161.3663","112.5165","2.4013"
"7.8200","77.3975","161.5153","112.8080","2.4035"
"7.8400","77.5975","161.7552","113.0995","2.4071"
"7.8600","77.7976","161.8797","113.3910","2.4089"
"7.8800","77.9976","162.1345","113.6826","2.4127"
"7.9000","78.1976","162.3758","113.9741","2.4163"
"7.9200","78.3977","162.5269","114.2656","2.4186"
"7.9400","78.5977","162.6658","114.5572","2.4206"
"7.9600","78.7977","162.9006","114.8487","2.4241"
"7.9800","78.9976","163.0085","115.1401","2.4257"
"8.0000","79.1976","163.0941","115.4316","2.4270"
"8.0200","79.3976","163.3389","115.7231","2.4306"
"8.0400","79.5976","163.6037","116.0146","2.4346"
"8.0600","79.7977","163.8599","116.3062","2.4384"
"8.0800","79.9977","164.0693","116.5977","2.4415"
"8.1000","80.1977","164.2228","116.8892","2.4438"
"8.1200","80.3977","164.4634","117.1807","2.4474"
"8.1400","80.5976","164.6461","117.4721","2.4501"
"8.1600","80.7976","164.8423","117.7636","2.4530"
"8.1800","80.9976","165.1264","118.0551","2.4572"
"8.2000","81.1976","165.3343","118.3467","2.4603"
"8.2200","81.3977","165.5211","118.6382","2.4631"
"8.2400","81.5976","165.7112","118.9296","2.4659"
"8.2600","81.7976","165.8132","119.2211","2.4675"
"8.2800","81.9976","166.0145","119.5126","2.4705"
"8.3000","82.1976","166.2377","119.8041","2.4738"
"8.3200","82.3975","166.3605","120.0955","2.4756"
"8.3400","82.5975","166.4639","120.3870","2.4771"
"8.3600","82.7975","166.7610","120.6785","2.4816"
"8.3800","82.9976","166.9644","120.9701","2.4846"
"8.4000","83.1976","167.1913","121.2617","2.4880"
"8.4200","83.3977","167.4146","121.5532","2.4913"
"8.4400","83.5977","167.5488","121.8447","2.4933"
"8.4600","83.7977","167.7730","122.1362","2.4966"
"8.4800","83.9977","168.0206","122.4277","2.5003"
"8.5000","84.1977","168.1414","122.7192","2.5021"
"8.5200","84.3977","168.2223","123.0107","2.5033"
"8.5400","84.5977","168.4150","123.3022","2.5062"
"8.5600","84.7977","168.5393","123.5938","2.5080"
"8.5800","84.9977","168.7664","123.8853","2.5114"
"8.6000","85.1977","168.9951","124.1768","2.5148"
"8.6200","85.3976","169.1014","124.4682","2.5164"
"8.6400","85.5976","169.2602","124.7596","2.5188"
"8.6600","85.7976","169.5089","125.0511","2.5225"
"8.6800","85.9976","169.7350","125.3427","2.5258"
"8.7000","86.1976","169.9948","125.6342","2.5297"
"8.7200","86.3976","170.2541","125.9257","2.5335"
"8.7400","86.5976","170.3830","126.2172","2.5355"
"8.7600","86.7976","170.5382","126.5087","2.5378"
"8.7800","86.9976","170.7139","126.8001","2.5404"
"8.8000","87.1975","170.8924","127.0916","2.5430"
"8.8200","87.3975","171.0377","127.3831","2.5452"
"8.8400","87.5976","171.2609","127.6746","2.5485"
"8.8600","87.7976","171.4231","127.9662","2.5509"
"8.8800","87.9976","171.6152","128.2577","2.5538"
"8.9000","88.1976","171.8035","128.5492","2.5566"
"8.9200","88.3977","171.9189","128.8408","2.5583"
"8.9400","88.5977","172.2060","129.1323","2.5626"
"8.9600","88.7976","172.3785","129.4237","2.5652"
"8.9800","88.9976","172.4930","129.7152","2.5669"
"9.0000","89.1976","172.6590","130.0068","2.5693"
"9.0200","89.3977","172.8995","130.2983","2.5729"
"9.0400","89.5977","173.0936","130.5898","2.5758"
"9.0600","89.7977","173.2841","130.8813","2.5786"
"9.0800","89.9977","173.3820","131.1728","2.5801"
"9.1000","90.1976","173.4323","131.4643","2.5808"
"9.1200","90.3976","173.6519","131.7557","2.5841"
"9.1400","90.5976","173.8295","132.0472","2.5867"
"9.1600","90.7976","174.1527","132.3387","2.5916"
"9.1800","90.9976","174.3063","132.6303","2.5938"
"9.2000","91.1977","174.4405","132.9218","2.5958"
"9.2200","91.3977","174.6731","133.2133","2.5993"
"9.2400","91.5977","174.8697","133.5048","2.6022"
"9.2600","91.7976","174.9953","133.7963","2.6041"
"9.2800","91.9976","175.1283","134.0877","2.6061"
"9.3000","92.1976","175.3038","134.3792","2.6087"
"9.3200","92.3976","175.4865","134.6707","2.6114"
"9.3400","92.5976","175.6741","134.9622","2.6142"
"9.3600","92.7976","175.8341","135.2537","2.6166"
"9.3800","92.9976","176.0406","135.5453","2.6197"
"9.4000","93.1976","176.1761","135.8368","2.6217"
"9.4200","93.3976","176.2456","136.1283","2.6227"
"9.4400","93.5976","176.4676","136.4197","2.6260"
"9.4600","93.7976","176.6864","136.7113","2.6293"
"9.4800","93.9976","176.8417","137.0028","2.6316"
"9.5000","94.1976","177.0898","137.2943","2.6353"
"9.5200","94.3977","177.3331","137.5859","2.6389"
"9.5400","94.5977","177.4632","137.8774","2.6408"
"9.5600","94.7977","177.5986","138.1689","2.6428"
"9.5800","94.9977","177.7480","138.4604","2.6451"
"9.6000","95.1976","177.9306","138.7519","2.6478"
"9.6200","95.3976","178.0916","139.0433","2.6502"
"9.6400","95.5976","178.2249","139.3348","2.6522"
"9.6600","95.7976","178.3587","139.6264","2.6541"
"9.6800","95.9976","178.6503","139.9178","2.6585"
"9.7000","96.1976","178.8808","140.2093","2.6619"
"9.7200","96.3976","179.0317","140.5008","2.6642"
"9.7400","96.5976","179.1154","140.7923","2.6654"
"9.7600","96.7976","179.3394","141.0838","2.6687"
"9.7800","96.9976","179.4919","141.3753","2.6710"
"9.8000","97.1976","179.5617","141.6668","2.6720"
"9.8200","97.3976","179.8159","141.9583","2.6758"
"9.8400","97.5976","180.1177","142.2498","2.6803"
"9.8600","97.7976","180.3049","142.5413","2.6831"
"9.8800","97.9976","180.4946","142.8328","2.6859"
"9.9000","98.1976","180.6567","143.1244","2.6883"
"9.9200","98.3976","180.8050","143.4159","2.6906"
"9.9400","98.5976","180.9500","143.7074","2.6927"
"9.9600","98.7976","181.1104","143.9989","2.6951"
"9.9800","98.9977","181.2220","144.2904","2.6968"
"10.0000","99.1977","181.4525","144.5819","2.7002"
"10.0200","99.3977","181.6396","144.8735","2.7030"
"10.0400","99.5977","181.7982","145.1649","2.7053"
"10.0600","99.7977","181.9599","145.4564","2.7077"
"10.0800","99.9977","182.0283","145.7479","2.7088"
"10.0810","100.0076","182.0348","145.7625","2.7089"
