Force,Compressive stress,Compressive strain (Displacement)
"0.4774","0.0001","24856347200.0000"
"0.4822","0.0001","25534940800.0000"
"0.4857","0.0001","26222563200.0000"
"0.4878","0.0001","26919171200.0000"
"0.4883","0.0001","27624758400.0000"
"0.4872","0.0001","28339286400.0000"
"0.4847","0.0001","29062729600.0000"
"0.4809","0.0001","29795072000.0000"
"0.4762","0.0001","30536278400.0000"
"0.4705","0.0001","31286323200.0000"
"0.4645","0.0001","32045190400.0000"
"0.4591","0.0001","32812838400.0000"
"0.4551","0.0001","33589251200.0000"
"0.4528","0.0001","34374400000.0000"
"0.4517","0.0001","35168256000.0000"
"0.4515","0.0001","35970784000.0000"
"0.4522","0.0001","36781964800.0000"
"0.4538","0.0001","37601753600.0000"
"0.4563","0.0001","38430124800.0000"
"0.4595","0.0001","39267024000.0000"
"0.4632","0.0001","40112425600.0000"
"0.4670","0.0001","40966268800.0000"
"0.4703","0.0001","41828502400.0000"
"0.4728","0.0001","42699065600.0000"
"0.4739","0.0001","43577881600.0000"
"0.4732","0.0001","44464835200.0000"
"0.4703","0.0001","45359804800.0000"
"0.4650","0.0001","46262624000.0000"
"0.4579","0.0001","47173107200.0000"
"0.4497","0.0001","48091036800.0000"
"0.4411","0.0001","49016172800.0000"
"0.4326","0.0001","49948233600.0000"
"0.4243","0.0001","50886947200.0000"
"0.4163","0.0001","51832009600.0000"
"0.4082","0.0001","52783097600.0000"
"0.3997","0.0000","53739891200.0000"
"0.3902","0.0000","54702048000.0000"
"0.3795","0.0000","55669248000.0000"
"0.3677","0.0000","56641139200.0000"
"0.3549","0.0000","57617382400.0000"
"0.3408","0.0000","58597632000.0000"
"0.3255","0.0000","59581555200.0000"
"0.3092","0.0000","60568832000.0000"
"0.2930","0.0000","61559123200.0000"
"0.2777","0.0000","62552140800.0000"
"0.2640","0.0000","63547545600.0000"
"0.2517","0.0000","64545062400.0000"
"0.2405","0.0000","65544403200.0000"
"0.2303","0.0000","66545305600.0000"
"0.2211","0.0000","67547507200.0000"
"0.2128","0.0000","68550758400.0000"
"0.2055","0.0000","69554828800.0000"
"0.1990","0.0000","70559526400.0000"
"0.1933","0.0000","71564627200.0000"
"0.1877","0.0000","72569958400.0000"
"0.1815","0.0000","73575340800.0000"
"0.1743","0.0000","74580627200.0000"
"0.1667","0.0000","75585683200.0000"
"0.1596","0.0000","76590374400.0000"
"0.1543","0.0000","77594585600.0000"
"0.1515","0.0000","78598240000.0000"
"0.1514","0.0000","79601209600.0000"
"0.1540","0.0000","80603462400.0000"
"0.1590","0.0000","81604908800.0000"
"0.1661","0.0000","82605510400.0000"
"0.1752","0.0000","83605228800.0000"
"0.1859","0.0000","84604006400.0000"
"0.1980","0.0000","85601849600.0000"
"0.2112","0.0000","86598732800.0000"
"0.2250","0.0000","87594656000.0000"
"0.2388","0.0000","88589619200.0000"
"0.2526","0.0000","89583635200.0000"
"0.2664","0.0000","90576716800.0000"
"0.2798","0.0000","91568883200.0000"
"0.2923","0.0000","92560166400.0000"
"0.3042","0.0000","93550617600.0000"
"0.3160","0.0000","94540262400.0000"
"0.3279","0.0000","95529158400.0000"
"0.3404","0.0000","96517350400.0000"
"0.3535","0.0000","97504889600.0000"
"0.3669","0.0000","98491846400.0000"
"0.3803","0.0000","99478272000.0000"
"0.3936","0.0000","100464230400.0000"
"0.4063","0.0000","101449779200.0000"
"0.4185","0.0001","102434982400.0000"
"0.4298","0.0001","103419916800.0000"
"0.4403","0.0001","104404652800.0000"
"0.4505","0.0001","105389228800.0000"
"0.4606","0.0001","106373728000.0000"
"0.4703","0.0001","107358233600.0000"
"0.4791","0.0001","108342758400.0000"
"0.4869","0.0001","109327398400.0000"
"0.4942","0.0001","110312179200.0000"
"0.5021","0.0001","111297190400.0000"
"0.5110","0.0001","112282444800.0000"
"0.5204","0.0001","113268019200.0000"
"0.5295","0.0001","114253952000.0000"
"0.5379","0.0001","115240307200.0000"
"0.5457","0.0001","116227084800.0000"
"0.5535","0.0001","117214374400.0000"
"0.5616","0.0001","118202163200.0000"
"0.5700","0.0001","119190540800.0000"
"0.5779","0.0001","120179507200.0000"
"0.5849","0.0001","121169088000.0000"
"0.5906","0.0001","122159347200.0000"
"0.5950","0.0001","123150284800.0000"
"0.5980","0.0001","124141900800.0000"
"0.5998","0.0001","125134272000.0000"
"0.6012","0.0001","126127398400.0000"
"0.6030","0.0001","127121280000.0000"
"0.6059","0.0001","128115929600.0000"
"0.6095","0.0001","129111360000.0000"
"0.6138","0.0001","130107609600.0000"
"0.6187","0.0001","131104640000.0000"
"0.6238","0.0001","132102464000.0000"
"0.6289","0.0001","133101081600.0000"
"0.6334","0.0001","134100505600.0000"
"0.6374","0.0001","135100684800.0000"
"0.6410","0.0001","136101644800.0000"
"0.6440","0.0001","137103347200.0000"
"0.6460","0.0001","138105779200.0000"
"0.6465","0.0001","139108953600.0000"
"0.6456","0.0001","140112819200.0000"
"0.6436","0.0001","141117350400.0000"
"0.6414","0.0001","142122572800.0000"
"0.6401","0.0001","143128422400.0000"
"0.6401","0.0001","144134912000.0000"
"0.6418","0.0001","145141990400.0000"
"0.6450","0.0001","146149632000.0000"
"0.6491","0.0001","147157836800.0000"
"0.6541","0.0001","148166579200.0000"
"0.6603","0.0001","149175820800.0000"
"0.6681","0.0001","150185561600.0000"
"0.6772","0.0001","151195737600.0000"
"0.6871","0.0001","152206348800.0000"
"0.6968","0.0001","153217382400.0000"
"0.7062","0.0001","154228761600.0000"
"0.7149","0.0001","155240512000.0000"
"0.7230","0.0001","156252582400.0000"
"0.7301","0.0001","157264934400.0000"
"0.7366","0.0001","158277529600.0000"
"0.7430","0.0001","159290355200.0000"
"0.7502","0.0001","160303385600.0000"
"0.7588","0.0001","161316569600.0000"
"0.7691","0.0001","162329907200.0000"
"0.7811","0.0001","163343308800.0000"
"0.7943","0.0001","164356838400.0000"
"0.8078","0.0001","165370368000.0000"
"0.8211","0.0001","166383948800.0000"
"0.8337","0.0001","167397516800.0000"
"0.8459","0.0001","168411072000.0000"
"0.8576","0.0001","169424550400.0000"
"0.8688","0.0001","170437977600.0000"
"0.8794","0.0001","171451315200.0000"
"0.8896","0.0001","172464550400.0000"
"0.8992","0.0001","173477657600.0000"
"0.9078","0.0001","174490649600.0000"
"0.9157","0.0001","175503462400.0000"
"0.9239","0.0001","176516108800.0000"
"0.9332","0.0001","177528588800.0000"
"0.9437","0.0001","178540851200.0000"
"0.9552","0.0001","179552934400.0000"
"0.9676","0.0001","180564761600.0000"
"0.9817","0.0001","181576358400.0000"
"0.9976","0.0001","182587724800.0000"
"1.0150","0.0001","183598822400.0000"
"1.0331","0.0001","184609651200.0000"
"1.0510","0.0001","185620172800.0000"
"1.0677","0.0001","186630412800.0000"
"1.0830","0.0001","187640345600.0000"
"1.0970","0.0001","188649984000.0000"
"1.1101","0.0001","189659289600.0000"
"1.1223","0.0001","190668275200.0000"
"1.1341","0.0001","191676940800.0000"
"1.1463","0.0001","192685273600.0000"
"1.1589","0.0001","193693286400.0000"
"1.1718","0.0001","194700966400.0000"
"1.1848","0.0001","195708313600.0000"
"1.1979","0.0001","196715366400.0000"
"1.2110","0.0001","197722073600.0000"
"1.2239","0.0002","198728512000.0000"
"1.2364","0.0002","199734604800.0000"
"1.2481","0.0002","200740390400.0000"
"1.2587","0.0002","201745894400.0000"
"1.2678","0.0002","202751142400.0000"
"1.2749","0.0002","203756057600.0000"
"1.2801","0.0002","204760704000.0000"
"1.2835","0.0002","205765068800.0000"
"1.2854","0.0002","206769164800.0000"
"1.2864","0.0002","207772979200.0000"
"1.2871","0.0002","208776550400.0000"
"1.2879","0.0002","209779840000.0000"
"1.2892","0.0002","210782873600.0000"
"1.2914","0.0002","211785651200.0000"
"1.2946","0.0002","212788185600.0000"
"1.2986","0.0002","213790476800.0000"
"1.3033","0.0002","214792550400.0000"
"1.3085","0.0002","215794355200.0000"
"1.3139","0.0002","216795980800.0000"
"1.3189","0.0002","217797376000.0000"
"1.3230","0.0002","218798540800.0000"
"1.3258","0.0002","219799577600.0000"
"1.3272","0.0002","220800435200.0000"
"1.3274","0.0002","221801088000.0000"
"1.3268","0.0002","222801612800.0000"
"1.3260","0.0002","223801958400.0000"
"1.3259","0.0002","224802201600.0000"
"1.3267","0.0002","225802342400.0000"
"1.3288","0.0002","226802304000.0000"
"1.3321","0.0002","227802214400.0000"
"1.3366","0.0002","228802022400.0000"
"1.3421","0.0002","229801702400.0000"
"1.3487","0.0002","230801356800.0000"
"1.3560","0.0002","231800908800.0000"
"1.3638","0.0002","232800358400.0000"
"1.3718","0.0002","233799756800.0000"
"1.3798","0.0002","234799104000.0000"
"1.3879","0.0002","235798400000.0000"
"1.3961","0.0002","236797593600.0000"
"1.4042","0.0002","237796736000.0000"
"1.4122","0.0002","238795852800.0000"
"1.4204","0.0002","239794944000.0000"
"1.4301","0.0002","240794009600.0000"
"1.4421","0.0002","241792998400.0000"
"1.4565","0.0002","242791987200.0000"
"1.4726","0.0002","243791001600.0000"
"1.4893","0.0002","244789939200.0000"
"1.5060","0.0002","245788902400.0000"
"1.5224","0.0002","246787916800.0000"
"1.5382","0.0002","247786905600.0000"
"1.5532","0.0002","248785894400.0000"
"1.5675","0.0002","249784934400.0000"
"1.5810","0.0002","250784025600.0000"
"1.5942","0.0002","251783116800.0000"
"1.6072","0.0002","252782233600.0000"
"1.6199","0.0002","253781401600.0000"
"1.6323","0.0002","254780595200.0000"
"1.6444","0.0002","255779840000.0000"
"1.6567","0.0002","256779136000.0000"
"1.6701","0.0002","257778457600.0000"
"1.6847","0.0002","258777804800.0000"
"1.7004","0.0002","259777203200.0000"
"1.7164","0.0002","260776601600.0000"
"1.7317","0.0002","261776076800.0000"
"1.7460","0.0002","262775552000.0000"
"1.7597","0.0002","263775078400.0000"
"1.7727","0.0002","264774630400.0000"
"1.7850","0.0002","265774233600.0000"
"1.7960","0.0002","266773862400.0000"
"1.8058","0.0002","267773542400.0000"
"1.8143","0.0002","268773273600.0000"
"1.8213","0.0002","269773056000.0000"
"1.8270","0.0002","270772838400.0000"
"1.8319","0.0002","271772748800.0000"
"1.8366","0.0002","272772684800.0000"
"1.8420","0.0002","273772646400.0000"
"1.8482","0.0002","274772710400.0000"
"1.8555","0.0002","275772800000.0000"
"1.8638","0.0002","276772966400.0000"
"1.8731","0.0002","277773158400.0000"
"1.8835","0.0002","278773427200.0000"
"1.8947","0.0002","279773747200.0000"
"1.9064","0.0002","280774067200.0000"
"1.9182","0.0002","281774489600.0000"
"1.9297","0.0002","282774886400.0000"
"1.9399","0.0002","283775334400.0000"
"1.9484","0.0002","284775808000.0000"
"1.9552","0.0002","285776332800.0000"
"1.9605","0.0002","286776832000.0000"
"1.9645","0.0002","287777382400.0000"
"1.9674","0.0002","288777958400.0000"
"1.9699","0.0002","289778534400.0000"
"1.9722","0.0002","290779110400.0000"
"1.9752","0.0002","291779737600.0000"
"1.9788","0.0002","292780390400.0000"
"1.9829","0.0002","293781043200.0000"
"1.9871","0.0002","294781721600.0000"
"1.9910","0.0002","295782425600.0000"
"1.9949","0.0002","296783155200.0000"
"1.9990","0.0002","297783910400.0000"
"2.0037","0.0002","298784691200.0000"
"2.0093","0.0002","299785446400.0000"
"2.0158","0.0002","300786278400.0000"
"2.0233","0.0002","301787110400.0000"
"2.0314","0.0002","302787968000.0000"
"2.0398","0.0003","303788825600.0000"
"2.0486","0.0003","304789683200.0000"
"2.0578","0.0003","305790540800.0000"
"2.0676","0.0003","306791398400.0000"
"2.0781","0.0003","307792230400.0000"
"2.0894","0.0003","308793088000.0000"
"2.1017","0.0003","309793945600.0000"
"2.1151","0.0003","310794752000.0000"
"2.1292","0.0003","311795532800.0000"
"2.1434","0.0003","312796339200.0000"
"2.1576","0.0003","313797094400.0000"
"2.1719","0.0003","314797849600.0000"
"2.1856","0.0003","315798553600.0000"
"2.1984","0.0003","316799232000.0000"
"2.2100","0.0003","317799936000.0000"
"2.2206","0.0003","318800640000.0000"
"2.2306","0.0003","319801292800.0000"
"2.2406","0.0003","320801945600.0000"
"2.2512","0.0003","321802598400.0000"
"2.2626","0.0003","322803225600.0000"
"2.2751","0.0003","323803827200.0000"
"2.2885","0.0003","324804454400.0000"
"2.3026","0.0003","325805056000.0000"
"2.3166","0.0003","326805657600.0000"
"2.3302","0.0003","327806208000.0000"
"2.3434","0.0003","328806758400.0000"
"2.3557","0.0003","329807308800.0000"
"2.3666","0.0003","330807808000.0000"
"2.3758","0.0003","331808307200.0000"
"2.3834","0.0003","332808755200.0000"
"2.3896","0.0003","333809228800.0000"
"2.3945","0.0003","334809625600.0000"
"2.3992","0.0003","335809996800.0000"
"2.4050","0.0003","336810316800.0000"
"2.4120","0.0003","337810636800.0000"
"2.4200","0.0003","338810931200.0000"
"2.4290","0.0003","339811200000.0000"
"2.4393","0.0003","340811443200.0000"
"2.4507","0.0003","341811660800.0000"
"2.4624","0.0003","342811878400.0000"
"2.4735","0.0003","343812070400.0000"
"2.4835","0.0003","344812288000.0000"
"2.4920","0.0003","345812480000.0000"
"2.4992","0.0003","346812672000.0000"
"2.5056","0.0003","347812889600.0000"
"2.5109","0.0003","348813030400.0000"
"2.5151","0.0003","349813196800.0000"
"2.5184","0.0003","350813414400.0000"
"2.5214","0.0003","351813580800.0000"
"2.5246","0.0003","352813721600.0000"
"2.5289","0.0003","353813888000.0000"
"2.5347","0.0003","354814028800.0000"
"2.5418","0.0003","355814169600.0000"
"2.5500","0.0003","356814284800.0000"
"2.5589","0.0003","357814374400.0000"
"2.5681","0.0003","358814464000.0000"
"2.5775","0.0003","359814502400.0000"
"2.5873","0.0003","360814540800.0000"
"2.5971","0.0003","361814579200.0000"
"2.6071","0.0003","362814592000.0000"
"2.6178","0.0003","363814579200.0000"
"2.6297","0.0003","364814566400.0000"
"2.6427","0.0003","365814553600.0000"
"2.6561","0.0003","366814540800.0000"
"2.6691","0.0003","367814502400.0000"
"2.6813","0.0003","368814489600.0000"
"2.6930","0.0003","369814476800.0000"
"2.7047","0.0003","370814489600.0000"
"2.7169","0.0003","371814451200.0000"
"2.7297","0.0003","372814464000.0000"
"2.7431","0.0003","373814451200.0000"
"2.7567","0.0003","374814438400.0000"
"2.7703","0.0003","375814476800.0000"
"2.7841","0.0003","376814489600.0000"
"2.7982","0.0003","377814502400.0000"
"2.8124","0.0003","378814489600.0000"
"2.8270","0.0003","379814476800.0000"
"2.8419","0.0003","380814464000.0000"
"2.8571","0.0004","381814425600.0000"
"2.8721","0.0004","382814361600.0000"
"2.8867","0.0004","383814323200.0000"
"2.9009","0.0004","384814233600.0000"
"2.9150","0.0004","385814144000.0000"
"2.9291","0.0004","386814003200.0000"
"2.9437","0.0004","387813913600.0000"
"2.9587","0.0004","388813798400.0000"
"2.9737","0.0004","389813657600.0000"
"2.9881","0.0004","390813516800.0000"
"3.0021","0.0004","391813376000.0000"
"3.0157","0.0004","392813235200.0000"
"3.0290","0.0004","393813120000.0000"
"3.0423","0.0004","394812979200.0000"
"3.0559","0.0004","395812915200.0000"
"3.0699","0.0004","396812800000.0000"
"3.0835","0.0004","397812736000.0000"
"3.0962","0.0004","398812595200.0000"
"3.1078","0.0004","399812556800.0000"
"3.1182","0.0004","400812441600.0000"
"3.1283","0.0004","401812428800.0000"
"3.1392","0.0004","402812339200.0000"
"3.1517","0.0004","403812275200.0000"
"3.1658","0.0004","404812211200.0000"
"3.1812","0.0004","405812096000.0000"
"3.1969","0.0004","406812006400.0000"
"3.2120","0.0004","407811942400.0000"
"3.2259","0.0004","408811776000.0000"
"3.2385","0.0004","409811660800.0000"
"3.2500","0.0004","410811520000.0000"
"3.2601","0.0004","411811404800.0000"
"3.2691","0.0004","412811187200.0000"
"3.2770","0.0004","413811123200.0000"
"3.2843","0.0004","414811008000.0000"
"3.2914","0.0004","415810841600.0000"
"3.2987","0.0004","416810726400.0000"
"3.3062","0.0004","417810585600.0000"
"3.3143","0.0004","418810470400.0000"
"3.3227","0.0004","419810406400.0000"
"3.3312","0.0004","420810291200.0000"
"3.3397","0.0004","421810252800.0000"
"3.3483","0.0004","422810240000.0000"
"3.3572","0.0004","423810150400.0000"
"3.3663","0.0004","424810137600.0000"
"3.3755","0.0004","425810099200.0000"
"3.3848","0.0004","426810035200.0000"
"3.3938","0.0004","427810073600.0000"
"3.4022","0.0004","428810086400.0000"
"3.4101","0.0004","429810073600.0000"
"3.4179","0.0004","430810009600.0000"
"3.4257","0.0004","431809996800.0000"
"3.4335","0.0004","432809984000.0000"
"3.4414","0.0004","433809920000.0000"
"3.4500","0.0004","434809907200.0000"
"3.4598","0.0004","435809843200.0000"
"3.4713","0.0004","436809779200.0000"
"3.4842","0.0004","437809766400.0000"
"3.4976","0.0004","438809753600.0000"
"3.5107","0.0004","439809740800.0000"
"3.5229","0.0004","440809676800.0000"
"3.5341","0.0004","441809715200.0000"
"3.5445","0.0004","442809753600.0000"
"3.5543","0.0004","443809740800.0000"
"3.5640","0.0004","444809830400.0000"
"3.5740","0.0004","445809971200.0000"
"3.5844","0.0004","446809958400.0000"
"3.5950","0.0004","447810099200.0000"
"3.6055","0.0004","448810137600.0000"
"3.6160","0.0004","449810329600.0000"
"3.6269","0.0004","450810470400.0000"
"3.6387","0.0004","451810560000.0000"
"3.6516","0.0004","452810700800.0000"
"3.6661","0.0005","453810841600.0000"
"3.6822","0.0005","454810931200.0000"
"3.6996","0.0005","455811072000.0000"
"3.7176","0.0005","456811161600.0000"
"3.7360","0.0005","457811251200.0000"
"3.7547","0.0005","458811443200.0000"
"3.7731","0.0005","459811481600.0000"
"3.7910","0.0005","460811571200.0000"
"3.8084","0.0005","461811763200.0000"
"3.8253","0.0005","462811801600.0000"
"3.8414","0.0005","463811942400.0000"
"3.8561","0.0005","464812032000.0000"
"3.8697","0.0005","465812224000.0000"
"3.8833","0.0005","466812364800.0000"
"3.8980","0.0005","467812505600.0000"
"3.9144","0.0005","468812697600.0000"
"3.9324","0.0005","469812889600.0000"
"3.9515","0.0005","470813081600.0000"
"3.9713","0.0005","471813324800.0000"
"3.9913","0.0005","472813516800.0000"
"4.0111","0.0005","473813811200.0000"
"4.0305","0.0005","474813952000.0000"
"4.0498","0.0005","475814144000.0000"
"4.0685","0.0005","476814336000.0000"
"4.0864","0.0005","477814528000.0000"
"4.1034","0.0005","478814720000.0000"
"4.1201","0.0005","479814809600.0000"
"4.1372","0.0005","480815001600.0000"
"4.1547","0.0005","481815142400.0000"
"4.1727","0.0005","482815180800.0000"
"4.1912","0.0005","483815321600.0000"
"4.2104","0.0005","484815308800.0000"
"4.2303","0.0005","485815449600.0000"
"4.2513","0.0005","486815539200.0000"
"4.2726","0.0005","487815475200.0000"
"4.2933","0.0005","488815564800.0000"
"4.3127","0.0005","489815654400.0000"
"4.3309","0.0005","490815641600.0000"
"4.3480","0.0005","491815731200.0000"
"4.3643","0.0005","492815769600.0000"
"4.3800","0.0005","493815756800.0000"
"4.3951","0.0005","494815795200.0000"
"4.4091","0.0005","495815936000.0000"
"4.4218","0.0005","496815872000.0000"
"4.4334","0.0005","497815910400.0000"
"4.4450","0.0005","498815948800.0000"
"4.4576","0.0005","499815884800.0000"
"4.4720","0.0005","500815872000.0000"
"4.4885","0.0006","501815910400.0000"
"4.5069","0.0006","502815846400.0000"
"4.5265","0.0006","503815782400.0000"
"4.5467","0.0006","504815667200.0000"
"4.5670","0.0006","505815603200.0000"
"4.5877","0.0006","506815436800.0000"
"4.6085","0.0006","507815372800.0000"
"4.6289","0.0006","508815206400.0000"
"4.6485","0.0006","509815040000.0000"
"4.6671","0.0006","510814873600.0000"
"4.6851","0.0006","511814758400.0000"
"4.7029","0.0006","512814592000.0000"
"4.7212","0.0006","513814476800.0000"
"4.7406","0.0006","514814310400.0000"
"4.7619","0.0006","515814246400.0000"
"4.7847","0.0006","516814080000.0000"
"4.8079","0.0006","517813964800.0000"
"4.8305","0.0006","518813849600.0000"
"4.8520","0.0006","519813785600.0000"
"4.8724","0.0006","520813772800.0000"
"4.8918","0.0006","521813708800.0000"
"4.9099","0.0006","522813644800.0000"
"4.9270","0.0006","523813580800.0000"
"4.9435","0.0006","524813516800.0000"
"4.9596","0.0006","525813452800.0000"
"4.9753","0.0006","526813388800.0000"
"4.9907","0.0006","527813376000.0000"
"5.0060","0.0006","528813260800.0000"
"5.0212","0.0006","529813094400.0000"
"5.0361","0.0006","530813030400.0000"
"5.0511","0.0006","531812966400.0000"
"5.0668","0.0006","532812902400.0000"
"5.0839","0.0006","533812787200.0000"
"5.1024","0.0006","534812723200.0000"
"5.1218","0.0006","535812608000.0000"
"5.1413","0.0006","536812441600.0000"
"5.1604","0.0006","537812428800.0000"
"5.1786","0.0006","538812416000.0000"
"5.1957","0.0006","539812403200.0000"
"5.2119","0.0006","540812339200.0000"
"5.2272","0.0006","541812275200.0000"
"5.2410","0.0006","542812364800.0000"
"5.2529","0.0006","543812352000.0000"
"5.2631","0.0006","544812339200.0000"
"5.2718","0.0006","545812428800.0000"
"5.2795","0.0006","546812416000.0000"
"5.2870","0.0006","547812454400.0000"
"5.2949","0.0007","548812544000.0000"
"5.3039","0.0007","549812531200.0000"
"5.3145","0.0007","550812569600.0000"
"5.3273","0.0007","551812556800.0000"
"5.3423","0.0007","552812544000.0000"
"5.3587","0.0007","553812582400.0000"
"5.3756","0.0007","554812518400.0000"
"5.3920","0.0007","555812505600.0000"
"5.4074","0.0007","556812492800.0000"
"5.4216","0.0007","557812480000.0000"
"5.4347","0.0007","558812467200.0000"
"5.4469","0.0007","559812403200.0000"
"5.4584","0.0007","560812492800.0000"
"5.4691","0.0007","561812531200.0000"
"5.4787","0.0007","562812467200.0000"
"5.4879","0.0007","563812505600.0000"
"5.4979","0.0007","564812595200.0000"
"5.5093","0.0007","565812531200.0000"
"5.5221","0.0007","566812672000.0000"
"5.5358","0.0007","567812761600.0000"
"5.5504","0.0007","568812800000.0000"
"5.5664","0.0007","569812889600.0000"
"5.5836","0.0007","570812979200.0000"
"5.6016","0.0007","571813068800.0000"
"5.6200","0.0007","572813158400.0000"
"5.6387","0.0007","573813196800.0000"
"5.6575","0.0007","574813235200.0000"
"5.6764","0.0007","575813324800.0000"
"5.6954","0.0007","576813312000.0000"
"5.7145","0.0007","577813350400.0000"
"5.7337","0.0007","578813388800.0000"
"5.7535","0.0007","579813376000.0000"
"5.7744","0.0007","580813414400.0000"
"5.7972","0.0007","581813401600.0000"
"5.8220","0.0007","582813388800.0000"
"5.8482","0.0007","583813376000.0000"
"5.8750","0.0007","584813414400.0000"
"5.9017","0.0007","585813401600.0000"
"5.9279","0.0007","586813440000.0000"
"5.9535","0.0007","587813529600.0000"
"5.9780","0.0007","588813568000.0000"
"6.0011","0.0007","589813606400.0000"
"6.0225","0.0007","590813696000.0000"
"6.0419","0.0007","591813785600.0000"
"6.0594","0.0007","592813875200.0000"
"6.0755","0.0007","593813964800.0000"
"6.0908","0.0007","594814054400.0000"
"6.1064","0.0008","595814195200.0000"
"6.1225","0.0008","596814284800.0000"
"6.1392","0.0008","597814374400.0000"
"6.1566","0.0008","598814515200.0000"
"6.1749","0.0008","599814502400.0000"
"6.1944","0.0008","600814643200.0000"
"6.2146","0.0008","601814732800.0000"
"6.2348","0.0008","602814720000.0000"
"6.2548","0.0008","603814809600.0000"
"6.2746","0.0008","604814848000.0000"
"6.2941","0.0008","605814886400.0000"
"6.3126","0.0008","606814924800.0000"
"6.3296","0.0008","607815014400.0000"
"6.3450","0.0008","608815001600.0000"
"6.3590","0.0008","609815142400.0000"
"6.3719","0.0008","610815232000.0000"
"6.3840","0.0008","611815219200.0000"
"6.3961","0.0008","612815360000.0000"
"6.4086","0.0008","613815449600.0000"
"6.4217","0.0008","614815539200.0000"
"6.4357","0.0008","615815680000.0000"
"6.4508","0.0008","616815820800.0000"
"6.4676","0.0008","617815961600.0000"
"6.4859","0.0008","618816153600.0000"
