Time,Displacement,Force,Tensile strain (Displacement),Tensile stress
"1.7000","16.1972","55.1023","24.1030","0.7876"
"1.7200","16.3971","55.6684","24.4005","0.7957"
"1.7400","16.5971","56.0565","24.6981","0.8013"
"1.7600","16.7971","56.5608","24.9957","0.8085"
"1.7800","16.9972","57.1898","25.2934","0.8175"
"1.8000","17.1971","57.7770","25.5910","0.8259"
"1.8200","17.3971","58.2964","25.8886","0.8333"
"1.8400","17.5971","58.9256","26.1862","0.8423"
"1.8600","17.7971","59.4342","26.4838","0.8495"
"1.8800","17.9971","59.9266","26.7814","0.8566"
"1.9000","18.1971","60.4893","27.0790","0.8646"
"1.9200","18.3971","60.9769","27.3767","0.8716"
"1.9400","18.5972","61.4680","27.6744","0.8786"
"1.9600","18.7972","61.9870","27.9721","0.8860"
"1.9800","18.9972","62.4955","28.2697","0.8933"
"2.0000","19.1972","63.0190","28.5673","0.9008"
"2.0200","19.3972","63.5362","28.8649","0.9082"
"2.0400","19.5972","64.0685","29.1624","0.9158"
"2.0600","19.7971","64.6665","29.4600","0.9243"
"2.0800","19.9971","65.1057","29.7576","0.9306"
"2.1000","20.1971","65.5495","30.0553","0.9370"
"2.1200","20.3972","66.0203","30.3529","0.9437"
"2.1400","20.5972","66.4864","30.6506","0.9503"
"2.1600","20.7972","66.9339","30.9482","0.9567"
"2.1800","20.9972","67.4703","31.2458","0.9644"
"2.2000","21.1971","68.1258","31.5434","0.9738"
"2.2200","21.3971","68.5673","31.8410","0.9801"
"2.2400","21.5971","69.0491","32.1386","0.9870"
"2.2600","21.7971","69.6228","32.4362","0.9952"
"2.2800","21.9971","70.1045","32.7338","1.0021"
"2.3000","22.1972","70.5332","33.0315","1.0082"
"2.3200","22.3972","71.0595","33.3291","1.0157"
"2.3400","22.5972","71.4546","33.6267","1.0214"
"2.3600","22.7971","71.8175","33.9243","1.0266"
"2.3800","22.9971","72.3501","34.2218","1.0342"
"2.4000","23.1971","72.9094","34.5194","1.0422"
"2.4200","23.3971","73.3492","34.8172","1.0484"
"2.4400","23.5972","73.8671","35.1149","1.0558"
"2.4600","23.7972","74.2728","35.4125","1.0616"
"2.4800","23.9973","74.6117","35.7102","1.0665"
"2.5000","24.1972","75.1725","36.0078","1.0745"
"2.5200","24.3972","75.5792","36.3053","1.0803"
"2.5400","24.5972","76.0589","36.6029","1.0872"
"2.5600","24.7972","76.6923","36.9005","1.0962"
"2.5800","24.9972","77.1629","37.1982","1.1030"
"2.6000","25.1972","77.5942","37.4958","1.1091"
"2.6200","25.3972","78.0424","37.7935","1.1155"
"2.6400","25.5972","78.3844","38.0911","1.1204"
"2.6600","25.7972","78.8890","38.3887","1.1276"
"2.6800","25.9971","79.2726","38.6862","1.1331"
"2.7000","26.1971","79.6268","38.9838","1.1382"
"2.7200","26.3971","80.1082","39.2814","1.1451"
"2.7400","26.5971","80.5699","39.5790","1.1517"
"2.7600","26.7971","80.9435","39.8767","1.1570"
"2.7800","26.9971","81.3691","40.1743","1.1631"
"2.8000","27.1971","81.8349","40.4719","1.1697"
"2.8200","27.3971","82.3173","40.7695","1.1766"
"2.8400","27.5971","82.6947","41.0671","1.1820"
"2.8600","27.7971","83.0708","41.3647","1.1874"
"2.8800","27.9971","83.5047","41.6624","1.1936"
"2.9000","28.1971","83.9375","41.9600","1.1998"
"2.9200","28.3971","84.4036","42.2577","1.2065"
"2.9400","28.5972","84.8578","42.5554","1.2129"
"2.9600","28.7972","85.1592","42.8530","1.2173"
"2.9800","28.9972","85.5485","43.1507","1.2228"
"3.0000","29.1972","86.0635","43.4482","1.2302"
"3.0200","29.3972","86.5024","43.7458","1.2365"
"3.0400","29.5972","86.9039","44.0434","1.2422"
"3.0600","29.7972","87.3783","44.3410","1.2490"
"3.0800","29.9972","87.7127","44.6386","1.2538"
"3.1000","30.1972","88.1030","44.9363","1.2593"
"3.1200","30.3972","88.4511","45.2339","1.2643"
"3.1400","30.5972","88.8516","45.5315","1.2700"
"3.1600","30.7972","89.2989","45.8291","1.2764"
"3.1800","30.9971","89.6428","46.1267","1.2813"
"3.2000","31.1971","90.0170","46.4243","1.2867"
"3.2200","31.3971","90.5088","46.7219","1.2937"
"3.2400","31.5971","90.9120","47.0195","1.2995"
"3.2600","31.7971","91.2742","47.3172","1.3047"
"3.2800","31.9971","91.6383","47.6148","1.3099"
"3.3000","32.1972","92.0163","47.9125","1.3153"
"3.3200","32.3972","92.4452","48.2100","1.3214"
"3.3400","32.5971","92.8497","48.5076","1.3272"
"3.3600","32.7971","93.2142","48.8052","1.3324"
"3.3800","32.9971","93.5457","49.1029","1.3371"
"3.4000","33.1972","93.9086","49.4005","1.3423"
"3.4200","33.3972","94.2968","49.6982","1.3479"
"3.4400","33.5972","94.6001","49.9958","1.3522"
"3.4600","33.7972","95.0137","50.2935","1.3581"
"3.4800","33.9972","95.4470","50.5911","1.3643"
"3.5000","34.1972","95.8002","50.8886","1.3694"
"3.5200","34.3971","96.1870","51.1862","1.3749"
"3.5400","34.5972","96.5991","51.4839","1.3808"
"3.5600","34.7972","96.8999","51.7815","1.3851"
"3.5800","34.9972","97.3314","52.0792","1.3912"
"3.6000","35.1972","97.6875","52.3768","1.3963"
"3.6200","35.3972","98.0609","52.6744","1.4017"
"3.6400","35.5972","98.4535","52.9720","1.4073"
"3.6600","35.7971","98.7354","53.2696","1.4113"
"3.6800","35.9972","99.1108","53.5672","1.4167"
"3.7000","36.1972","99.5751","53.8648","1.4233"
"3.7200","36.3972","99.8617","54.1625","1.4274"
"3.7400","36.5972","100.2023","54.4601","1.4323"
"3.7600","36.7972","100.5372","54.7577","1.4371"
"3.7800","36.9971","100.8055","55.0553","1.4409"
"3.8000","37.1971","101.1504","55.3528","1.4458"
"3.8200","37.3971","101.3937","55.6504","1.4493"
"3.8400","37.5971","101.8067","55.9481","1.4552"
"3.8600","37.7971","102.2774","56.2457","1.4619"
"3.8800","37.9971","102.5444","56.5434","1.4658"
"3.9000","38.1971","102.8629","56.8410","1.4703"
"3.9200","38.3972","103.3062","57.1387","1.4766"
"3.9400","38.5972","103.5435","57.4363","1.4800"
"3.9600","38.7972","103.8574","57.7339","1.4845"
"3.9800","38.9972","104.2335","58.0315","1.4899"
"4.0000","39.1972","104.5638","58.3292","1.4946"
"4.0200","39.3972","104.8574","58.6268","1.4988"
"4.0400","39.5972","105.1811","58.9244","1.5034"
"4.0600","39.7972","105.5971","59.2220","1.5094"
"4.0800","39.9972","105.9013","59.5196","1.5137"
"4.1000","40.1972","106.2193","59.8172","1.5183"
"4.1200","40.3972","106.5164","60.1148","1.5225"
"4.1400","40.5971","106.8191","60.4124","1.5269"
"4.1600","40.7972","107.1006","60.7101","1.5309"
"4.1800","40.9972","107.4746","61.0077","1.5362"
"4.2000","41.1972","107.8335","61.3053","1.5414"
"4.2200","41.3972","108.2280","61.6030","1.5470"
"4.2400","41.5972","108.5852","61.9006","1.5521"
"4.2600","41.7971","108.8626","62.1981","1.5561"
"4.2800","41.9971","109.1680","62.4957","1.5604"
"4.3000","42.1971","109.4869","62.7933","1.5650"
"4.3200","42.3971","109.7251","63.0909","1.5684"
"4.3400","42.5971","110.0464","63.3886","1.5730"
"4.3600","42.7971","110.3521","63.6862","1.5774"
"4.3800","42.9971","110.6986","63.9838","1.5823"
"4.4000","43.1972","111.0262","64.2815","1.5870"
"4.4200","43.3972","111.3170","64.5791","1.5912"
"4.4400","43.5972","111.6099","64.8767","1.5953"
"4.4600","43.7972","111.9093","65.1744","1.5996"
"4.4800","43.9972","112.1412","65.4720","1.6029"
"4.5000","44.1972","112.5539","65.7696","1.6088"
"4.5200","44.3972","112.8485","66.0673","1.6130"
"4.5400","44.5972","113.1485","66.3649","1.6173"
"4.5600","44.7972","113.5361","66.6625","1.6229"
"4.5800","44.9972","113.7588","66.9601","1.6261"
"4.6000","45.1972","114.0378","67.2577","1.6300"
"4.6200","45.3971","114.3062","67.5552","1.6339"
"4.6400","45.5971","114.5477","67.8529","1.6373"
"4.6600","45.7971","114.9506","68.1505","1.6431"
"4.6800","45.9972","115.2969","68.4482","1.6480"
"4.7000","46.1972","115.5691","68.7458","1.6519"
"4.7200","46.3972","115.9461","69.0435","1.6573"
"4.7400","46.5972","116.2347","69.3411","1.6614"
"4.7600","46.7971","116.4408","69.6386","1.6644"
"4.7800","46.9971","116.7687","69.9361","1.6691"
"4.8000","47.1971","117.0095","70.2338","1.6725"
"4.8200","47.3971","117.2230","70.5314","1.6756"
"4.8400","47.5971","117.5545","70.8291","1.6803"
"4.8600","47.7971","117.8256","71.1267","1.6842"
"4.8800","47.9972","118.1608","71.4243","1.6890"
"4.9000","48.1972","118.4701","71.7220","1.6934"
"4.9200","48.3971","118.7672","72.0196","1.6976"
"4.9400","48.5971","119.1103","72.3171","1.7025"
"4.9600","48.7971","119.2400","72.6148","1.7044"
"4.9800","48.9972","119.5156","72.9125","1.7083"
"5.0000","49.1972","119.7852","73.2102","1.7122"
"5.0200","49.3973","120.0669","73.5078","1.7162"
"5.0400","49.5973","120.2399","73.8054","1.7187"
"5.0600","49.7972","120.5965","74.1030","1.7238"
"5.0800","49.9972","120.8779","74.4006","1.7278"
"5.1000","50.1972","121.2221","74.6982","1.7327"
"5.1200","50.3971","121.5025","74.9957","1.7367"
"5.1400","50.5971","121.7338","75.2934","1.7400"
"5.1600","50.7972","121.9997","75.5911","1.7438"
"5.1800","50.9972","122.2583","75.8887","1.7475"
"5.2000","51.1972","122.6833","76.1863","1.7536"
"5.2200","51.3971","122.9895","76.4838","1.7580"
"5.2400","51.5971","123.2464","76.7814","1.7617"
"5.2600","51.7971","123.4790","77.0790","1.7650"
"5.2800","51.9971","123.6975","77.3766","1.7681"
"5.3000","52.1971","123.9616","77.6743","1.7719"
"5.3200","52.3971","124.3113","77.9719","1.7769"
"5.3400","52.5971","124.5119","78.2696","1.7798"
"5.3600","52.7972","124.7833","78.5672","1.7836"
"5.3800","52.9972","125.1200","78.8648","1.7885"
"5.4000","53.1971","125.2926","79.1624","1.7909"
"5.4200","53.3971","125.5073","79.4600","1.7940"
"5.4400","53.5972","125.7823","79.7577","1.7979"
"5.4600","53.7972","126.0205","80.0553","1.8013"
"5.4800","53.9972","126.4071","80.3530","1.8068"
"5.5000","54.1972","126.7086","80.6506","1.8112"
"5.5200","54.3972","126.8643","80.9482","1.8134"
"5.5400","54.5972","127.0621","81.2459","1.8162"
"5.5600","54.7972","127.3548","81.5435","1.8204"
"5.5800","54.9971","127.6061","81.8410","1.8240"
"5.6000","55.1971","127.8947","82.1386","1.8281"
"5.6200","55.3971","128.1110","82.4362","1.8312"
"5.6400","55.5972","128.3521","82.7339","1.8346"
"5.6600","55.7972","128.6896","83.0315","1.8395"
"5.6800","55.9972","128.9141","83.3292","1.8427"
"5.7000","56.1972","129.1771","83.6268","1.8464"
"5.7200","56.3972","129.4609","83.9244","1.8505"
"5.7400","56.5971","129.6977","84.2220","1.8539"
"5.7600","56.7971","129.9467","84.5195","1.8574"
"5.7800","56.9971","130.1147","84.8171","1.8598"
"5.8000","57.1971","130.3647","85.1147","1.8634"
"5.8200","57.3971","130.7038","85.4124","1.8683"
"5.8400","57.5972","130.9357","85.7101","1.8716"
"5.8600","57.7972","131.1466","86.0077","1.8746"
"5.8800","57.9972","131.4521","86.3053","1.8790"
"5.9000","58.1971","131.6901","86.6029","1.8824"
"5.9200","58.3971","131.9223","86.9005","1.8857"
"5.9400","58.5971","132.1192","87.1981","1.8885"
"5.9600","58.7972","132.3390","87.4958","1.8916"
"5.9800","58.9972","132.6158","87.7935","1.8956"
"6.0000","59.1972","132.8657","88.0911","1.8992"
"6.0200","59.3973","133.0860","88.3888","1.9023"
"6.0400","59.5972","133.3754","88.6863","1.9065"
"6.0600","59.7972","133.6420","88.9839","1.9103"
"6.0800","59.9971","133.9197","89.2814","1.9142"
"6.1000","60.1971","134.1444","89.5790","1.9174"
"6.1200","60.3971","134.3692","89.8767","1.9207"
"6.1400","60.5972","134.6160","90.1744","1.9242"
"6.1600","60.7972","134.8515","90.4720","1.9276"
"6.1800","60.9972","135.0849","90.7697","1.9309"
"6.2000","61.1972","135.3626","91.0672","1.9349"
"6.2200","61.3971","135.6279","91.3648","1.9386"
"6.2400","61.5971","135.8445","91.6624","1.9417"
"6.2600","61.7971","136.0910","91.9600","1.9453"
"6.2800","61.9971","136.3599","92.2576","1.9491"
"6.3000","62.1971","136.6036","92.5552","1.9526"
"6.3200","62.3971","136.8267","92.8528","1.9558"
"6.3400","62.5971","137.0074","93.1505","1.9584"
"6.3600","62.7971","137.1971","93.4481","1.9611"
"6.3800","62.9971","137.3960","93.7457","1.9639"
"6.4000","63.1971","137.6964","94.0433","1.9682"
"6.4200","63.3972","137.9801","94.3410","1.9723"
"6.4400","63.5972","138.2239","94.6387","1.9758"
"6.4600","63.7972","138.3719","94.9363","1.9779"
"6.4800","63.9972","138.5033","95.2340","1.9798"
"6.5000","64.1972","138.7485","95.5316","1.9833"
"6.5200","64.3972","138.9547","95.8292","1.9862"
"6.5400","64.5972","139.2021","96.1268","1.9897"
"6.5600","64.7971","139.5142","96.4243","1.9942"
"6.5800","64.9972","139.7409","96.7220","1.9974"
"6.6000","65.1972","139.9512","97.0196","2.0004"
"6.6200","65.3972","140.1937","97.3172","2.0039"
"6.6400","65.5971","140.3628","97.6148","2.0063"
"6.6600","65.7971","140.4350","97.9124","2.0074"
"6.6800","65.9972","140.7823","98.2101","2.0123"
"6.7000","66.1972","141.0044","98.5077","2.0155"
"6.7200","66.3972","141.1560","98.8053","2.0177"
"6.7400","66.5971","141.4495","99.1029","2.0219"
"6.7600","66.7971","141.7167","99.4005","2.0257"
"6.7800","66.9971","141.8852","99.6981","2.0281"
"6.8000","67.1971","142.1219","99.9958","2.0315"
"6.8200","67.3971","142.3700","100.2934","2.0350"
"6.8400","67.5971","142.6384","100.5910","2.0389"
"6.8600","67.7971","142.8566","100.8886","2.0420"
"6.8800","67.9971","143.0068","101.1862","2.0441"
"6.9000","68.1971","143.2980","101.4838","2.0483"
"6.9200","68.3971","143.4770","101.7814","2.0508"
"6.9400","68.5971","143.5807","102.0791","2.0523"
"6.9600","68.7972","143.7451","102.3768","2.0547"
"6.9800","68.9972","143.9581","102.6744","2.0577"
"7.0000","69.1972","144.1909","102.9720","2.0610"
"7.0200","69.3972","144.5109","103.2696","2.0656"
"7.0400","69.5972","144.6304","103.5672","2.0673"
"7.0600","69.7972","144.8363","103.8649","2.0703"
"7.0800","69.9972","145.1313","104.1625","2.0745"
"7.1000","70.1972","145.3807","104.4601","2.0781"
"7.1200","70.3972","145.5505","104.7577","2.0805"
"7.1400","70.5972","145.7372","105.0554","2.0832"
"7.1600","70.7972","145.8593","105.3530","2.0849"
"7.1800","70.9972","146.0530","105.6506","2.0877"
"7.2000","71.1971","146.4310","105.9481","2.0931"
"7.2200","71.3971","146.7484","106.2457","2.0976"
"7.2400","71.5971","146.9654","106.5434","2.1007"
"7.2600","71.7971","147.0296","106.8410","2.1016"
"7.2800","71.9971","147.2305","107.1386","2.1045"
"7.3000","72.1971","147.4269","107.4362","2.1073"
"7.3200","72.3971","147.6154","107.7338","2.1100"
"7.3400","72.5971","147.8556","108.0314","2.1134"
"7.3600","72.7971","148.0825","108.3290","2.1167"
"7.3800","72.9971","148.3997","108.6266","2.1212"
"7.4000","73.1971","148.5469","108.9243","2.1233"
"7.4200","73.3972","148.7082","109.2220","2.1256"
"7.4400","73.5972","148.9092","109.5197","2.1285"
"7.4600","73.7972","149.0613","109.8173","2.1307"
"7.4800","73.9972","149.3160","110.1149","2.1343"
"7.5000","74.1972","149.5794","110.4125","2.1381"
"7.5200","74.3972","149.6811","110.7101","2.1395"
"7.5400","74.5972","149.9205","111.0077","2.1429"
"7.5600","74.7972","150.1181","111.3054","2.1458"
"7.5800","74.9972","150.3425","111.6030","2.1490"
"7.6000","75.1972","150.5273","111.9006","2.1516"
"7.6200","75.3972","150.6174","112.1982","2.1529"
"7.6400","75.5972","150.7444","112.4958","2.1547"
"7.6600","75.7971","151.0191","112.7934","2.1586"
"7.6800","75.9971","151.2961","113.0910","2.1626"
"7.7000","76.1971","151.6014","113.3886","2.1670"
"7.7200","76.3971","151.7860","113.6862","2.1696"
"7.7400","76.5972","151.9736","113.9839","2.1723"
"7.7600","76.7971","152.0998","114.2815","2.1741"
"7.7800","76.9971","152.2465","114.5791","2.1762"
"7.8000","77.1971","152.4599","114.8767","2.1792"
"7.8200","77.3971","152.6139","115.1742","2.1814"
"7.8400","77.5971","152.8782","115.4718","2.1852"
"7.8600","77.7971","153.1881","115.7695","2.1897"
"7.8800","77.9972","153.3718","116.0672","2.1923"
"7.9000","78.1972","153.4794","116.3648","2.1938"
"7.9200","78.3972","153.6747","116.6625","2.1966"
"7.9400","78.5972","153.8923","116.9601","2.1997"
"7.9600","78.7972","154.0991","117.2577","2.2027"
"7.9800","78.9972","154.2693","117.5553","2.2051"
"8.0000","79.1971","154.4369","117.8529","2.2075"
"8.0200","79.3972","154.4669","118.1505","2.2079"
"8.0400","79.5972","154.6709","118.4482","2.2108"
"8.0600","79.7972","155.0341","118.7458","2.2160"
"8.0800","79.9972","155.2530","119.0435","2.2192"
"8.1000","80.1972","155.4356","119.3411","2.2218"
"8.1200","80.3972","155.6051","119.6387","2.2242"
"8.1400","80.5972","155.8401","119.9363","2.2276"
"8.1600","80.7972","156.0108","120.2339","2.2300"
"8.1800","80.9972","156.2501","120.5315","2.2334"
"8.2000","81.1972","156.4656","120.8291","2.2365"
"8.2200","81.3972","156.6502","121.1268","2.2391"
"8.2400","81.5972","156.8676","121.4244","2.2422"
"8.2600","81.7972","157.0635","121.7220","2.2450"
"8.2800","81.9971","157.1688","122.0196","2.2466"
"8.3000","82.1971","157.3415","122.3171","2.2490"
"8.3200","82.3971","157.5722","122.6147","2.2523"
"8.3400","82.5970","157.7435","122.9123","2.2548"
"8.3600","82.7971","157.9376","123.2099","2.2575"
"8.3800","82.9971","158.0680","123.5076","2.2594"
"8.4000","83.1972","158.2723","123.8053","2.2623"
"8.4200","83.3972","158.5641","124.1030","2.2665"
"8.4400","83.5972","158.6705","124.4006","2.2680"
"8.4600","83.7972","158.9560","124.6982","2.2721"
"8.4800","83.9972","159.0906","124.9958","2.2740"
"8.5000","84.1972","159.2354","125.2935","2.2761"
"8.5200","84.3972","159.4259","125.5911","2.2788"
"8.5400","84.5972","159.5947","125.8887","2.2812"
"8.5600","84.7972","159.7397","126.1864","2.2833"
"8.5800","84.9972","159.9026","126.4840","2.2856"
"8.6000","85.1972","160.0323","126.7816","2.2875"
"8.6200","85.3972","160.2607","127.0791","2.2907"
"8.6400","85.5971","160.5023","127.3767","2.2942"
"8.6600","85.7971","160.6590","127.6743","2.2964"
"8.6800","85.9971","160.8403","127.9719","2.2990"
"8.7000","86.1972","161.0577","128.2696","2.3021"
"8.7200","86.3972","161.2424","128.5672","2.3048"
"8.7400","86.5972","161.4472","128.8649","2.3077"
"8.7600","86.7972","161.5883","129.1625","2.3097"
"8.7800","86.9971","161.7789","129.4600","2.3124"
"8.8000","87.1971","162.0187","129.7576","2.3159"
"8.8200","87.3971","162.1886","130.0552","2.3183"
"8.8400","87.5971","162.3374","130.3528","2.3204"
"8.8600","87.7971","162.5422","130.6505","2.3234"
"8.8800","87.9972","162.6886","130.9482","2.3255"
"8.9000","88.1972","162.8122","131.2458","2.3272"
"8.9200","88.3972","162.9437","131.5435","2.3291"
"8.9400","88.5972","163.1401","131.8411","2.3319"
"8.9600","88.7972","163.3674","132.1386","2.3352"
"8.9800","88.9972","163.5601","132.4363","2.3379"
"9.0000","89.1972","163.7650","132.7339","2.3408"
"9.0200","89.3972","163.8794","133.0316","2.3425"
"9.0400","89.5972","164.0810","133.3292","2.3454"
"9.0600","89.7972","164.2967","133.6268","2.3484"
"9.0800","89.9972","164.4701","133.9244","2.3509"
"9.1000","90.1972","164.6750","134.2220","2.3538"
"9.1200","90.3971","164.9759","134.5196","2.3581"
"9.1400","90.5971","165.0613","134.8172","2.3594"
"9.1600","90.7971","165.2356","135.1148","2.3619"
"9.1800","90.9972","165.4273","135.4125","2.3646"
"9.2000","91.1972","165.5469","135.7101","2.3663"
"9.2200","91.3972","165.7603","136.0078","2.3694"
"9.2400","91.5972","165.8222","136.3053","2.3702"
"9.2600","91.7972","166.0169","136.6029","2.3730"
"9.2800","91.9971","166.2382","136.9005","2.3762"
"9.3000","92.1971","166.4253","137.1981","2.3789"
"9.3200","92.3971","166.6837","137.4957","2.3826"
"9.3400","92.5971","166.8562","137.7933","2.3850"
"9.3600","92.7971","166.9736","138.0909","2.3867"
"9.3800","92.9971","167.2006","138.3886","2.3899"
"9.4000","93.1971","167.3065","138.6862","2.3915"
"9.4200","93.3971","167.4066","138.9838","2.3929"
"9.4400","93.5971","167.6200","139.2815","2.3959"
"9.4600","93.7971","167.8013","139.5791","2.3985"
"9.4800","93.9972","167.9787","139.8767","2.4011"
"9.5000","94.1972","168.1448","140.1744","2.4034"
"9.5200","94.3972","168.2398","140.4720","2.4048"
"9.5400","94.5972","168.4400","140.7697","2.4077"
"9.5600","94.7972","168.7006","141.0673","2.4114"
"9.5800","94.9972","168.8725","141.3649","2.4138"
"9.6000","95.1972","169.0961","141.6625","2.4170"
"9.6200","95.3972","169.2032","141.9601","2.4186"
"9.6400","95.5972","169.3398","142.2577","2.4205"
"9.6600","95.7972","169.5724","142.5553","2.4238"
"9.6800","95.9972","169.7396","142.8529","2.4262"
"9.7000","96.1972","169.9482","143.1505","2.4292"
"9.7200","96.3972","170.1579","143.4482","2.4322"
"9.7400","96.5971","170.2945","143.7458","2.4342"
"9.7600","96.7971","170.5050","144.0433","2.4372"
"9.7800","96.9971","170.6156","144.3409","2.4388"
"9.8000","97.1971","170.7520","144.6386","2.4407"
"9.8200","97.3971","170.9399","144.9362","2.4434"
"9.8400","97.5971","171.0162","145.2338","2.4445"
"9.8600","97.7971","171.1447","145.5315","2.4463"
"9.8800","97.9972","171.3485","145.8291","2.4492"
"9.9000","98.1972","171.4672","146.1267","2.4509"
"9.9200","98.3972","171.7343","146.4243","2.4548"
"9.9400","98.5972","171.8623","146.7220","2.4566"
"9.9600","98.7972","171.9612","147.0196","2.4580"
"9.9800","98.9972","172.2184","147.3173","2.4617"
"10.0000","99.1972","172.2888","147.6149","2.4627"
"10.0200","99.3972","172.4743","147.9125","2.4653"
"10.0400","99.5972","172.7584","148.2101","2.4694"
"10.0600","99.7972","172.8858","148.5077","2.4712"
"10.0800","99.9972","173.0638","148.8053","2.4738"
"10.0810","100.0072","173.0763","148.8202","2.4739"
