Time,Displacement,Force,Tensile strain (Displacement),Tensile stress
"2.3200","22.3982","955.2964","149.3214","2.6804"
"2.3400","22.5982","959.0438","150.6546","2.6909"
"2.3600","22.7982","962.9676","151.9877","2.7019"
"2.3800","22.9981","966.7385","153.3210","2.7125"
"2.4000","23.1982","970.4420","154.6544","2.7229"
"2.4200","23.3982","974.1398","155.9878","2.7333"
"2.4400","23.5982","977.8812","157.3212","2.7438"
"2.4600","23.7982","981.5942","158.6546","2.7542"
"2.4800","23.9982","985.2065","159.9880","2.7643"
"2.5000","24.1982","988.9321","161.3212","2.7748"
"2.5200","24.3981","992.6836","162.6543","2.7853"
"2.5400","24.5981","996.4222","163.9874","2.7958"
"2.5600","24.7981","1000.1801","165.3207","2.8063"
"2.5800","24.9981","1003.9653","166.6541","2.8170"
"2.5810","25.0081","1004.1556","166.7208","2.8175"
