Force,Compressive stress,Compressive strain (Displacement)
(N),(MPa),(%)
"57.0791","0.0070","2109685964800.0000"
"57.1389","0.0070","2110685798400.0000"
"57.1986","0.0070","2111686041600.0000"
"57.2585","0.0070","2112686080000.0000"
"57.3188","0.0070","2113686118400.0000"
"57.3789","0.0070","2114685952000.0000"
"57.4387","0.0071","2115685990400.0000"
"57.4985","0.0071","2116685824000.0000"
"57.5586","0.0071","2117685657600.0000"
"57.6197","0.0071","2118685696000.0000"
"57.6821","0.0071","2119685734400.0000"
"57.7460","0.0071","2120685568000.0000"
"57.8109","0.0071","2121685401600.0000"
"57.8757","0.0071","2122685235200.0000"
"57.9402","0.0071","2123685273600.0000"
"58.0047","0.0071","2124684902400.0000"
"58.0693","0.0071","2125684736000.0000"
"58.1333","0.0071","2126684569600.0000"
"58.1958","0.0072","2127684403200.0000"
"58.2566","0.0072","2128684441600.0000"
"58.3159","0.0072","2129684070400.0000"
"58.3743","0.0072","2130683904000.0000"
"58.4320","0.0072","2131683737600.0000"
"58.4897","0.0072","2132683571200.0000"
"58.5482","0.0072","2133683609600.0000"
"58.6084","0.0072","2134683443200.0000"
"58.6705","0.0072","2135683481600.0000"
"58.7344","0.0072","2136683315200.0000"
"58.8000","0.0072","2137683148800.0000"
"58.8668","0.0072","2138682982400.0000"
"58.9341","0.0072","2139683225600.0000"
"59.0012","0.0072","2140682854400.0000"
"59.0680","0.0073","2141682892800.0000"
"59.1343","0.0073","2142682726400.0000"
"59.2001","0.0073","2143682355200.0000"
"59.2650","0.0073","2144682393600.0000"
"59.3287","0.0073","2145682227200.0000"
"59.3908","0.0073","2146682265600.0000"
"59.4516","0.0073","2147681894400.0000"
"59.5121","0.0073","2148681523200.0000"
"59.5727","0.0073","2149681561600.0000"
"59.6337","0.0073","2150681395200.0000"
"59.6944","0.0073","2151681433600.0000"
"59.7543","0.0073","2152681062400.0000"
"59.8134","0.0073","2153681100800.0000"
"59.8717","0.0074","2154680934400.0000"
"59.9295","0.0074","2155680972800.0000"
"59.9866","0.0074","2156680806400.0000"
"60.0434","0.0074","2157680844800.0000"
"60.1003","0.0074","2158680678400.0000"
"60.1578","0.0074","2159680716800.0000"
"60.2156","0.0074","2160680550400.0000"
"60.2734","0.0074","2161680384000.0000"
"60.3312","0.0074","2162680217600.0000"
"60.3896","0.0074","2163680256000.0000"
"60.4488","0.0074","2164680089600.0000"
"60.5089","0.0074","2165679923200.0000"
"60.5696","0.0074","2166680166400.0000"
"60.6310","0.0074","2167680204800.0000"
"60.6933","0.0075","2168680038400.0000"
"60.7564","0.0075","2169679872000.0000"
"60.8202","0.0075","2170679705600.0000"
"60.8843","0.0075","2171679539200.0000"
"60.9492","0.0075","2172679782400.0000"
"61.0150","0.0075","2173679411200.0000"
"61.0811","0.0075","2174679449600.0000"
"61.1467","0.0075","2175679283200.0000"
"61.2113","0.0075","2176679116800.0000"
"61.2744","0.0075","2177679155200.0000"
"61.3356","0.0075","2178679193600.0000"
"61.3952","0.0075","2179679027200.0000"
"61.4540","0.0076","2180679065600.0000"
"61.5127","0.0076","2181678694400.0000"
"61.5716","0.0076","2182678528000.0000"
"61.6310","0.0076","2183678771200.0000"
"61.6912","0.0076","2184678809600.0000"
"61.7523","0.0076","2185678643200.0000"
"61.8143","0.0076","2186678476800.0000"
"61.8771","0.0076","2187678310400.0000"
"61.9409","0.0076","2188678553600.0000"
"62.0055","0.0076","2189678387200.0000"
"62.0705","0.0076","2190678220800.0000"
"62.1349","0.0076","2191678054400.0000"
"62.1984","0.0076","2192677888000.0000"
"62.2612","0.0076","2193677926400.0000"
"62.3233","0.0077","2194677760000.0000"
"62.3854","0.0077","2195677798400.0000"
"62.4482","0.0077","2196677427200.0000"
"62.5123","0.0077","2197677465600.0000"
"62.5780","0.0077","2198677094400.0000"
"62.6452","0.0077","2199677132800.0000"
"62.7135","0.0077","2200677171200.0000"
"62.7821","0.0077","2201676800000.0000"
"62.8507","0.0077","2202676838400.0000"
"62.9191","0.0077","2203676672000.0000"
"62.9869","0.0077","2204676710400.0000"
"63.0537","0.0077","2205676748800.0000"
"63.1192","0.0078","2206676787200.0000"
"63.1834","0.0078","2207676620800.0000"
"63.2462","0.0078","2208676659200.0000"
"63.3077","0.0078","2209676902400.0000"
"63.3681","0.0078","2210676736000.0000"
"63.4281","0.0078","2211676569600.0000"
"63.4883","0.0078","2212676608000.0000"
"63.5489","0.0078","2213676851200.0000"
"63.6095","0.0078","2214676684800.0000"
"63.6703","0.0078","2215676723200.0000"
"63.7318","0.0078","2216676761600.0000"
"63.7944","0.0078","2217677004800.0000"
"63.8580","0.0078","2218676838400.0000"
"63.9224","0.0079","2219676876800.0000"
"63.9874","0.0079","2220676710400.0000"
"64.0526","0.0079","2221676748800.0000"
"64.1174","0.0079","2222676992000.0000"
"64.1815","0.0079","2223677030400.0000"
"64.2447","0.0079","2224676864000.0000"
"64.3073","0.0079","2225676902400.0000"
"64.3694","0.0079","2226676736000.0000"
"64.4316","0.0079","2227676774400.0000"
"64.4943","0.0079","2228677222400.0000"
"64.5580","0.0079","2229677260800.0000"
"64.6232","0.0079","2230677504000.0000"
"64.6894","0.0079","2231677337600.0000"
"64.7565","0.0080","2232677580800.0000"
"64.8243","0.0080","2233677824000.0000"
"64.8926","0.0080","2234677657600.0000"
"64.9607","0.0080","2235678105600.0000"
"65.0282","0.0080","2236678144000.0000"
"65.0948","0.0080","2237678387200.0000"
"65.1604","0.0080","2238678425600.0000"
"65.2254","0.0080","2239678464000.0000"
"65.2903","0.0080","2240678707200.0000"
"65.3552","0.0080","2241679155200.0000"
"65.4206","0.0080","2242678988800.0000"
"65.4870","0.0080","2243679027200.0000"
"65.5541","0.0081","2244679065600.0000"
"65.6209","0.0081","2245679308800.0000"
"65.6868","0.0081","2246679142400.0000"
"65.7519","0.0081","2247679385600.0000"
"65.8166","0.0081","2248679833600.0000"
"65.8808","0.0081","2249679667200.0000"
"65.9444","0.0081","2250679910400.0000"
"66.0073","0.0081","2251679948800.0000"
"66.0696","0.0081","2252679987200.0000"
"66.1313","0.0081","2253679820800.0000"
"66.1924","0.0081","2254680268800.0000"
"66.2525","0.0081","2255680512000.0000"
"66.3113","0.0081","2256680550400.0000"
"66.3683","0.0082","2257680793600.0000"
"66.4236","0.0082","2258681036800.0000"
"66.4781","0.0082","2259680870400.0000"
"66.5328","0.0082","2260681113600.0000"
"66.5882","0.0082","2261680947200.0000"
"66.6440","0.0082","2262681190400.0000"
"66.6996","0.0082","2263681024000.0000"
"66.7550","0.0082","2264681267200.0000"
"66.8106","0.0082","2265681305600.0000"
"66.8666","0.0082","2266681344000.0000"
"66.9229","0.0082","2267681177600.0000"
"66.9791","0.0082","2268681216000.0000"
"67.0355","0.0082","2269681254400.0000"
"67.0922","0.0082","2270681088000.0000"
"67.1493","0.0083","2271680921600.0000"
"67.2067","0.0083","2272680960000.0000"
"67.2647","0.0083","2273680793600.0000"
"67.3239","0.0083","2274680832000.0000"
"67.3846","0.0083","2275680665600.0000"
"67.4471","0.0083","2276680704000.0000"
"67.5108","0.0083","2277680332800.0000"
"67.5750","0.0083","2278680576000.0000"
"67.6394","0.0083","2279680409600.0000"
"67.7042","0.0083","2280680243200.0000"
"67.7693","0.0083","2281680076800.0000"
"67.8348","0.0083","2282679910400.0000"
"67.9009","0.0083","2283679948800.0000"
"67.9680","0.0084","2284679577600.0000"
"68.0361","0.0084","2285679616000.0000"
"68.1046","0.0084","2286679244800.0000"
"68.1726","0.0084","2287679078400.0000"
"68.2398","0.0084","2288679116800.0000"
"68.3058","0.0084","2289678950400.0000"
"68.3710","0.0084","2290678579200.0000"
"68.4360","0.0084","2291678208000.0000"
"68.5014","0.0084","2292678041600.0000"
"68.5676","0.0084","2293677875200.0000"
"68.6344","0.0084","2294677708800.0000"
"68.7006","0.0084","2295677542400.0000"
"68.7657","0.0084","2296677171200.0000"
"68.8298","0.0085","2297677004800.0000"
"68.8929","0.0085","2298676838400.0000"
"68.9554","0.0085","2299676672000.0000"
"69.0179","0.0085","2300676505600.0000"
"69.0809","0.0085","2301676134400.0000"
"69.1445","0.0085","2302676172800.0000"
"69.2089","0.0085","2303676006400.0000"
"69.2739","0.0085","2304675840000.0000"
"69.3398","0.0085","2305675673600.0000"
"69.4063","0.0085","2306675507200.0000"
"69.4733","0.0085","2307675136000.0000"
"69.5408","0.0085","2308674969600.0000"
"69.6084","0.0086","2309675008000.0000"
"69.6761","0.0086","2310674841600.0000"
"69.7436","0.0086","2311674675200.0000"
"69.8107","0.0086","2312674508800.0000"
"69.8772","0.0086","2313674137600.0000"
"69.9429","0.0086","2314674380800.0000"
"70.0081","0.0086","2315674009600.0000"
"70.0725","0.0086","2316674048000.0000"
"70.1358","0.0086","2317673676800.0000"
"70.1980","0.0086","2318673510400.0000"
"70.2594","0.0086","2319673548800.0000"
"70.3204","0.0086","2320673587200.0000"
"70.3811","0.0086","2321673216000.0000"
"70.4420","0.0087","2322673049600.0000"
"70.5035","0.0087","2323673088000.0000"
"70.5653","0.0087","2324673126400.0000"
"70.6274","0.0087","2325673164800.0000"
"70.6896","0.0087","2326672998400.0000"
"70.7519","0.0087","2327673036800.0000"
"70.8141","0.0087","2328673075200.0000"
"70.8763","0.0087","2329673113600.0000"
"70.9386","0.0087","2330673152000.0000"
"71.0010","0.0087","2331673190400.0000"
"71.0633","0.0087","2332673228800.0000"
"71.1249","0.0087","2333673062400.0000"
"71.1854","0.0087","2334673100800.0000"
"71.2441","0.0088","2335673139200.0000"
"71.3011","0.0088","2336673177600.0000"
"71.3571","0.0088","2337673216000.0000"
"71.4133","0.0088","2338673254400.0000"
"71.4709","0.0088","2339673497600.0000"
"71.5306","0.0088","2340673331200.0000"
"71.5923","0.0088","2341673164800.0000"
"71.6557","0.0088","2342673203200.0000"
"71.7205","0.0088","2343673446400.0000"
"71.7862","0.0088","2344673484800.0000"
"71.8524","0.0088","2345673523200.0000"
"71.9188","0.0088","2346673356800.0000"
"71.9850","0.0088","2347673395200.0000"
"72.0511","0.0089","2348673228800.0000"
"72.1171","0.0089","2349673676800.0000"
"72.1832","0.0089","2350673510400.0000"
"72.2491","0.0089","2351673753600.0000"
"72.3145","0.0089","2352673587200.0000"
"72.3792","0.0089","2353673830400.0000"
"72.4434","0.0089","2354673868800.0000"
"72.5077","0.0089","2355674112000.0000"
"72.5724","0.0089","2356674150400.0000"
"72.6378","0.0089","2357674188800.0000"
"72.7041","0.0089","2358674022400.0000"
"72.7716","0.0089","2359674060800.0000"
"72.8399","0.0089","2360674099200.0000"
"72.9085","0.0090","2361674342400.0000"
"72.9774","0.0090","2362674176000.0000"
"73.0466","0.0090","2363674419200.0000"
"73.1160","0.0090","2364674252800.0000"
"73.1852","0.0090","2365674291200.0000"
"73.2535","0.0090","2366674124800.0000"
"73.3209","0.0090","2367674368000.0000"
"73.3870","0.0090","2368674406400.0000"
"73.4516","0.0090","2369674444800.0000"
"73.5149","0.0090","2370674278400.0000"
"73.5773","0.0090","2371674316800.0000"
"73.6396","0.0090","2372674150400.0000"
"73.7025","0.0091","2373674393600.0000"
"73.7665","0.0091","2374674432000.0000"
"73.8316","0.0091","2375674470400.0000"
"73.8979","0.0091","2376674713600.0000"
"73.9651","0.0091","2377674752000.0000"
"74.0332","0.0091","2378674790400.0000"
"74.1015","0.0091","2379675033600.0000"
"74.1698","0.0091","2380675072000.0000"
"74.2383","0.0091","2381675110400.0000"
"74.3074","0.0091","2382675148800.0000"
"74.3776","0.0091","2383675187200.0000"
"74.4479","0.0091","2384675225600.0000"
"74.5177","0.0092","2385675468800.0000"
"74.5872","0.0092","2386675507200.0000"
"74.6578","0.0092","2387675545600.0000"
"74.7300","0.0092","2388675584000.0000"
"74.8036","0.0092","2389675622400.0000"
"74.8780","0.0092","2390675660800.0000"
"74.9524","0.0092","2391675904000.0000"
"75.0264","0.0092","2392675942400.0000"
"75.0996","0.0092","2393675776000.0000"
"75.1715","0.0092","2394675814400.0000"
"75.2421","0.0092","2395675852800.0000"
"75.3114","0.0093","2396676096000.0000"
"75.3794","0.0093","2397676339200.0000"
"75.4457","0.0093","2398676377600.0000"
"75.5109","0.0093","2399676620800.0000"
"75.5750","0.0093","2400676659200.0000"
"75.6386","0.0093","2401676902400.0000"
"75.7022","0.0093","2402676940800.0000"
"75.7670","0.0093","2403676979200.0000"
"75.8337","0.0093","2404677427200.0000"
"75.9018","0.0093","2405677465600.0000"
"75.9707","0.0093","2406677708800.0000"
"76.0398","0.0093","2407677952000.0000"
"76.1090","0.0094","2408677990400.0000"
"76.1780","0.0094","2409678028800.0000"
"76.2459","0.0094","2410678067200.0000"
"76.3122","0.0094","2411678310400.0000"
"76.3766","0.0094","2412678553600.0000"
"76.4395","0.0094","2413678387200.0000"
"76.5009","0.0094","2414678630400.0000"
"76.5611","0.0094","2415678464000.0000"
"76.6204","0.0094","2416678707200.0000"
"76.6785","0.0094","2417679155200.0000"
"76.7358","0.0094","2418678988800.0000"
"76.7924","0.0094","2419679232000.0000"
"76.8491","0.0094","2420679065600.0000"
"76.9070","0.0094","2421679104000.0000"
"76.9667","0.0095","2422679142400.0000"
"77.0279","0.0095","2423679590400.0000"
"77.0896","0.0095","2424679833600.0000"
"77.1512","0.0095","2425679872000.0000"
"77.2130","0.0095","2426679910400.0000"
"77.2754","0.0095","2427680153600.0000"
"77.3378","0.0095","2428680192000.0000"
"77.3998","0.0095","2429680230400.0000"
"77.4612","0.0095","2430680268800.0000"
"77.5216","0.0095","2431680307200.0000"
"77.5811","0.0095","2432680345600.0000"
"77.6399","0.0095","2433680384000.0000"
"77.6991","0.0095","2434680217600.0000"
"77.7595","0.0096","2435680256000.0000"
"77.8212","0.0096","2436680294400.0000"
"77.8841","0.0096","2437680332800.0000"
"77.9475","0.0096","2438680166400.0000"
"78.0114","0.0096","2439680204800.0000"
"78.0757","0.0096","2440680038400.0000"
"78.1402","0.0096","2441680281600.0000"
"78.2049","0.0096","2442680115200.0000"
"78.2691","0.0096","2443680153600.0000"
"78.3325","0.0096","2444679987200.0000"
"78.3950","0.0096","2445680025600.0000"
"78.4572","0.0096","2446679654400.0000"
"78.5191","0.0096","2447679692800.0000"
"78.5806","0.0097","2448679526400.0000"
"78.6421","0.0097","2449679564800.0000"
"78.7048","0.0097","2450679398400.0000"
"78.7695","0.0097","2451679436800.0000"
"78.8360","0.0097","2452679475200.0000"
"78.9039","0.0097","2453679513600.0000"
"78.9729","0.0097","2454679347200.0000"
"79.0424","0.0097","2455679180800.0000"
"79.1118","0.0097","2456679014400.0000"
"79.1807","0.0097","2457678643200.0000"
"79.2488","0.0097","2458678886400.0000"
"79.3164","0.0097","2459678515200.0000"
"79.3832","0.0098","2460678348800.0000"
"79.4490","0.0098","2461677977600.0000"
"79.5134","0.0098","2462678016000.0000"
"79.5765","0.0098","2463677849600.0000"
"79.6389","0.0098","2464677478400.0000"
"79.7013","0.0098","2465677312000.0000"
"79.7646","0.0098","2466676940800.0000"
"79.8292","0.0098","2467676569600.0000"
"79.8956","0.0098","2468676812800.0000"
"79.9642","0.0098","2469676441600.0000"
"80.0353","0.0098","2470676275200.0000"
"80.1086","0.0098","2471675904000.0000"
"80.1834","0.0099","2472675942400.0000"
"80.2588","0.0099","2473675776000.0000"
"80.3342","0.0099","2474675814400.0000"
"80.4095","0.0099","2475675443200.0000"
"80.4844","0.0099","2476675072000.0000"
"80.5582","0.0099","2477675110400.0000"
"80.6308","0.0099","2478674944000.0000"
"80.7020","0.0099","2479674777600.0000"
"80.7719","0.0099","2480674611200.0000"
"80.8404","0.0099","2481674240000.0000"
"80.9074","0.0099","2482674073600.0000"
"80.9731","0.0099","2483673907200.0000"
"81.0380","0.0100","2484673945600.0000"
"81.1025","0.0100","2485673574400.0000"
"81.1669","0.0100","2486673408000.0000"
"81.2312","0.0100","2487673241600.0000"
"81.2953","0.0100","2488673075200.0000"
"81.3591","0.0100","2489673318400.0000"
"81.4230","0.0100","2490672947200.0000"
"81.4871","0.0100","2491672985600.0000"
"81.5515","0.0100","2492672819200.0000"
"81.6159","0.0100","2493672857600.0000"
"81.6799","0.0100","2494672896000.0000"
"81.7433","0.0100","2495673139200.0000"
"81.8060","0.0101","2496672972800.0000"
"81.8684","0.0101","2497673011200.0000"
"81.9310","0.0101","2498672844800.0000"
"81.9945","0.0101","2499673088000.0000"
"82.0588","0.0101","2500673126400.0000"
"82.1238","0.0101","2501673369600.0000"
"82.1890","0.0101","2502673612800.0000"
"82.2539","0.0101","2503673446400.0000"
"82.3185","0.0101","2504673689600.0000"
"82.3834","0.0101","2505673932800.0000"
"82.4490","0.0101","2506673766400.0000"
"82.5153","0.0101","2507674009600.0000"
"82.5819","0.0101","2508673843200.0000"
"82.6483","0.0102","2509674086400.0000"
"82.7148","0.0102","2510673920000.0000"
"82.7813","0.0102","2511674163200.0000"
"82.8479","0.0102","2512674406400.0000"
"82.9145","0.0102","2513674444800.0000"
"82.9812","0.0102","2514674688000.0000"
"83.0487","0.0102","2515674726400.0000"
"83.1167","0.0102","2516674764800.0000"
"83.1851","0.0102","2517674803200.0000"
"83.2535","0.0102","2518674841600.0000"
"83.3218","0.0102","2519675084800.0000"
"83.3902","0.0102","2520675328000.0000"
"83.4588","0.0103","2521675571200.0000"
"83.5276","0.0103","2522675814400.0000"
"83.5959","0.0103","2523675852800.0000"
"83.6634","0.0103","2524676096000.0000"
"83.7303","0.0103","2525675929600.0000"
"83.7970","0.0103","2526676172800.0000"
"83.8640","0.0103","2527676416000.0000"
"83.9324","0.0103","2528676454400.0000"
"84.0030","0.0103","2529676697600.0000"
"84.0764","0.0103","2530676531200.0000"
"84.1522","0.0103","2531676774400.0000"
"84.2296","0.0103","2532677017600.0000"
"84.3074","0.0104","2533677056000.0000"
"84.3841","0.0104","2534677094400.0000"
"84.4594","0.0104","2535676928000.0000"
"84.5337","0.0104","2536677171200.0000"
"84.6078","0.0104","2537677004800.0000"
"84.6824","0.0104","2538677248000.0000"
"84.7577","0.0104","2539677286400.0000"
"84.8333","0.0104","2540677529600.0000"
"84.9083","0.0104","2541677568000.0000"
"84.9820","0.0104","2542677606400.0000"
"85.0543","0.0104","2543677849600.0000"
"85.1255","0.0105","2544677683200.0000"
"85.1960","0.0105","2545677926400.0000"
"85.2666","0.0105","2546678169600.0000"
"85.3382","0.0105","2547678208000.0000"
"85.4111","0.0105","2548678246400.0000"
"85.4847","0.0105","2549678284800.0000"
"85.5581","0.0105","2550678528000.0000"
"85.6307","0.0105","2551678771200.0000"
"85.7022","0.0105","2552678809600.0000"
"85.7725","0.0105","2553678848000.0000"
"85.8416","0.0105","2554678886400.0000"
"85.9092","0.0106","2555678720000.0000"
"85.9756","0.0106","2556678758400.0000"
"86.0411","0.0106","2557679001600.0000"
"86.1056","0.0106","2558679244800.0000"
"86.1691","0.0106","2559679078400.0000"
"86.2318","0.0106","2560678912000.0000"
"86.2944","0.0106","2561679155200.0000"
"86.3577","0.0106","2562679193600.0000"
"86.4219","0.0106","2563679232000.0000"
"86.4867","0.0106","2564679680000.0000"
"86.5521","0.0106","2565679513600.0000"
"86.6185","0.0106","2566679552000.0000"
"86.6858","0.0107","2567679795200.0000"
"86.7538","0.0107","2568679833600.0000"
"86.8226","0.0107","2569680076800.0000"
"86.8920","0.0107","2570680320000.0000"
"86.9620","0.0107","2571680563200.0000"
"87.0323","0.0107","2572680601600.0000"
"87.1029","0.0107","2573680640000.0000"
"87.1731","0.0107","2574680883200.0000"
"87.2426","0.0107","2575680921600.0000"
"87.3116","0.0107","2576680960000.0000"
"87.3806","0.0107","2577681203200.0000"
"87.4503","0.0107","2578681241600.0000"
"87.5209","0.0108","2579681484800.0000"
"87.5921","0.0108","2580681318400.0000"
"87.6634","0.0108","2581681561600.0000"
"87.7348","0.0108","2582681600000.0000"
"87.8062","0.0108","2583681638400.0000"
"87.8773","0.0108","2584681676800.0000"
"87.9475","0.0108","2585681510400.0000"
"88.0168","0.0108","2586681753600.0000"
"88.0859","0.0108","2587681587200.0000"
"88.1553","0.0108","2588681830400.0000"
"88.2250","0.0108","2589682278400.0000"
"88.2948","0.0108","2590682112000.0000"
"88.3643","0.0109","2591682355200.0000"
"88.4334","0.0109","2592682393600.0000"
"88.5016","0.0109","2593682432000.0000"
"88.5687","0.0109","2594682470400.0000"
"88.6354","0.0109","2595682713600.0000"
"88.7024","0.0109","2596682956800.0000"
"88.7702","0.0109","2597682995200.0000"
"88.8385","0.0109","2598683033600.0000"
"88.9070","0.0109","2599683072000.0000"
"88.9756","0.0109","2600683110400.0000"
"89.0445","0.0109","2601683148800.0000"
"89.1134","0.0109","2602683392000.0000"
"89.1825","0.0110","2603683635200.0000"
"89.2515","0.0110","2604683468800.0000"
"89.3204","0.0110","2605683507200.0000"
"89.3888","0.0110","2606683340800.0000"
"89.4565","0.0110","2607683379200.0000"
"89.5238","0.0110","2608683417600.0000"
"89.5912","0.0110","2609683660800.0000"
"89.6596","0.0110","2610683494400.0000"
"89.7296","0.0110","2611683532800.0000"
"89.8008","0.0110","2612683571200.0000"
"89.8726","0.0110","2613683609600.0000"
"89.9445","0.0111","2614684057600.0000"
"90.0165","0.0111","2615683891200.0000"
"90.0887","0.0111","2616683929600.0000"
"90.1614","0.0111","2617683968000.0000"
"90.2343","0.0111","2618683801600.0000"
"90.3071","0.0111","2619683840000.0000"
"90.3789","0.0111","2620684083200.0000"
"90.4494","0.0111","2621684326400.0000"
"90.5183","0.0111","2622684160000.0000"
"90.5858","0.0111","2623683993600.0000"
"90.6528","0.0111","2624684032000.0000"
"90.7197","0.0111","2625684070400.0000"
"90.7869","0.0112","2626684108800.0000"
"90.8542","0.0112","2627683942400.0000"
"90.9217","0.0112","2628683776000.0000"
"90.9895","0.0112","2629683609600.0000"
"91.0574","0.0112","2630683443200.0000"
"91.1254","0.0112","2631683481600.0000"
"91.1935","0.0112","2632683315200.0000"
"91.2616","0.0112","2633682944000.0000"
"91.3292","0.0112","2634682982400.0000"
"91.3965","0.0112","2635682611200.0000"
"91.4637","0.0112","2636682444800.0000"
"91.5316","0.0112","2637682278400.0000"
"91.6007","0.0113","2638682112000.0000"
"91.6707","0.0113","2639681945600.0000"
"91.7417","0.0113","2640681574400.0000"
"91.8136","0.0113","2641681408000.0000"
"91.8862","0.0113","2642681241600.0000"
"91.9590","0.0113","2643681075200.0000"
"92.0316","0.0113","2644680908800.0000"
"92.1044","0.0113","2645680537600.0000"
"92.1778","0.0113","2646680371200.0000"
"92.2519","0.0113","2647680204800.0000"
"92.3268","0.0113","2648679833600.0000"
"92.4024","0.0114","2649679462400.0000"
"92.4784","0.0114","2650679296000.0000"
"92.5542","0.0114","2651679129600.0000"
"92.6290","0.0114","2652678553600.0000"
"92.7029","0.0114","2653678387200.0000"
"92.7762","0.0114","2654678016000.0000"
"92.8494","0.0114","2655677849600.0000"
"92.9231","0.0114","2656677478400.0000"
"92.9975","0.0114","2657677107200.0000"
"93.0721","0.0114","2658676736000.0000"
"93.1468","0.0114","2659676569600.0000"
"93.2214","0.0115","2660676198400.0000"
"93.2958","0.0115","2661676236800.0000"
"93.3698","0.0115","2662675865600.0000"
"93.4431","0.0115","2663675699200.0000"
"93.5153","0.0115","2664675532800.0000"
"93.5863","0.0115","2665675161600.0000"
"93.6560","0.0115","2666675404800.0000"
"93.7246","0.0115","2667675033600.0000"
"93.7927","0.0115","2668675072000.0000"
"93.8608","0.0115","2669674700800.0000"
"93.9294","0.0115","2670674739200.0000"
"93.9988","0.0115","2671674572800.0000"
"94.0692","0.0116","2672674406400.0000"
"94.1410","0.0116","2673674240000.0000"
"94.2139","0.0116","2674674073600.0000"
"94.2878","0.0116","2675673907200.0000"
"94.3628","0.0116","2676673740800.0000"
"94.4385","0.0116","2677673984000.0000"
"94.5147","0.0116","2678673612800.0000"
"94.5910","0.0116","2679673651200.0000"
"94.6669","0.0116","2680673280000.0000"
"94.7422","0.0116","2681673113600.0000"
"94.8170","0.0116","2682673356800.0000"
"94.8909","0.0117","2683673190400.0000"
"94.9635","0.0117","2684673228800.0000"
"95.0350","0.0117","2685673062400.0000"
"95.1056","0.0117","2686673100800.0000"
"95.1756","0.0117","2687672934400.0000"
"95.2453","0.0117","2688673382400.0000"
"95.3153","0.0117","2689673216000.0000"
"95.3860","0.0117","2690673254400.0000"
"95.4575","0.0117","2691673292800.0000"
"95.5297","0.0117","2692673331200.0000"
"95.6027","0.0117","2693673369600.0000"
"95.6763","0.0118","2694673612800.0000"
"95.7503","0.0118","2695673856000.0000"
"95.8246","0.0118","2696673689600.0000"
"95.8991","0.0118","2697673932800.0000"
"95.9733","0.0118","2698673971200.0000"
"96.0467","0.0118","2699674009600.0000"
"96.1190","0.0118","2700674048000.0000"
"96.1900","0.0118","2701674086400.0000"
"96.2599","0.0118","2702674124800.0000"
"96.3291","0.0118","2703674163200.0000"
"96.3986","0.0118","2704674201600.0000"
"96.4689","0.0119","2705674444800.0000"
"96.5405","0.0119","2706674483200.0000"
"96.6134","0.0119","2707674726400.0000"
"96.6869","0.0119","2708674764800.0000"
"96.7607","0.0119","2709674803200.0000"
"96.8350","0.0119","2710674841600.0000"
"96.9093","0.0119","2711674880000.0000"
"96.9833","0.0119","2712675123200.0000"
"97.0564","0.0119","2713675366400.0000"
"97.1283","0.0119","2714675609600.0000"
"97.1992","0.0119","2715675852800.0000"
"97.2690","0.0120","2716675891200.0000"
"97.3376","0.0120","2717676134400.0000"
"97.4048","0.0120","2718676172800.0000"
"97.4707","0.0120","2719676416000.0000"
"97.5360","0.0120","2720676659200.0000"
"97.6016","0.0120","2721676697600.0000"
"97.6683","0.0120","2722676736000.0000"
"97.7364","0.0120","2723676774400.0000"
"97.8057","0.0120","2724677017600.0000"
"97.8760","0.0120","2725677056000.0000"
"97.9473","0.0120","2726677299200.0000"
"98.0194","0.0120","2727677337600.0000"
"98.0921","0.0121","2728677171200.0000"
"98.1650","0.0121","2729677414400.0000"
"98.2376","0.0121","2730677248000.0000"
"98.3097","0.0121","2731677491200.0000"
"98.3810","0.0121","2732677939200.0000"
"98.4514","0.0121","2733677772800.0000"
"98.5210","0.0121","2734678016000.0000"
"98.5900","0.0121","2735678259200.0000"
"98.6594","0.0121","2736678092800.0000"
"98.7301","0.0121","2737678131200.0000"
"98.8023","0.0121","2738678374400.0000"
"98.8758","0.0121","2739678412800.0000"
"98.9500","0.0122","2740678451200.0000"
"99.0243","0.0122","2741678694400.0000"
"99.0983","0.0122","2742678732800.0000"
"99.1719","0.0122","2743678771200.0000"
"99.2452","0.0122","2744678809600.0000"
"99.3183","0.0122","2745678848000.0000"
"99.3910","0.0122","2746679091200.0000"
"99.4632","0.0122","2747678924800.0000"
"99.5346","0.0122","2748678758400.0000"
"99.6050","0.0122","2749678592000.0000"
"99.6746","0.0122","2750678835200.0000"
"99.7445","0.0123","2751678668800.0000"
"99.8157","0.0123","2752678707200.0000"
"99.8881","0.0123","2753678540800.0000"
"99.9609","0.0123","2754678374400.0000"
"100.0333","0.0123","2755678208000.0000"
"100.1051","0.0123","2756678451200.0000"
"100.1762","0.0123","2757678284800.0000"
"100.2469","0.0123","2758678323200.0000"
"100.3172","0.0123","2759678156800.0000"
"100.3873","0.0123","2760678195200.0000"
"100.4570","0.0123","2761678028800.0000"
"100.5260","0.0124","2762678272000.0000"
"100.5942","0.0124","2763678105600.0000"
"100.6615","0.0124","2764678144000.0000"
"100.7281","0.0124","2765677977600.0000"
"100.7946","0.0124","2766678016000.0000"
"100.8621","0.0124","2767678054400.0000"
"100.9311","0.0124","2768677888000.0000"
"101.0015","0.0124","2769677721600.0000"
"101.0731","0.0124","2770677760000.0000"
"101.1454","0.0124","2771677388800.0000"
"101.2181","0.0124","2772677222400.0000"
"101.2909","0.0124","2773677465600.0000"
